"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"azm","Ipalapa Amuzgo",900,3,42.63057776,2254.434814,6.844264984
"azo","Awing",19000,7,116.0115609,1106.72113,5.925098896
"azt","Faire Atta",300,3,54.55942272,777.3690186,6.308967113
"azz","Highland Puebla Nahuatl",125000,2,516.8597071,1915.412781,6.817436695
"baa","Babatana",7070,2,1998.587018,187.9834595,5.464271069
"bab","Bainounk-Gujaher",8860,0,1148.662924,46.4896431,3.05285418
"bac","Badui",20000,1,808.7135861,478.8425789,5.914636493
"bae","Baré",240,1,8729.599336,320.4883614,4.173181653
"baf","Nubaca",4500,2,16.78321602,786.6901398,5.513936996
"bag","Tuki",26000,9,1232.795688,655.837265,4.934914589
"baj","Barakai",4450,0,58.68151096,40.64036727,4.319220463
"bak","Bashkir",1150000,3,104851.9217,297.8229446,4.702937126
"bam","Bambara",4005500,17,137322.4578,91.08901978,3.879272819
"ban","Balinese",3330000,2,5888.947057,415.7232304,6.237998486
"bao","Waimaha",539,7,2621.429616,80.182827,3.581890821
"bap","Bantawa",147400,17,1623.793191,2185.364502,6.084828138
"bar","Bavarian",14080000,3,52232.99604,1278.025414,5.985939622
"bas","Basa (Cameroon)",230000,17,16015.30496,719.0794271,5.58299764
"bau","Bada (Nigeria)",40000,5,620.8380566,819.1970825,5.055850029
"bav","Vengo",27000,6,143.4367002,1108.035416,5.829763412
"baw","Bambili-Bambui",10000,4,111.7715445,1106.72113,5.925098896
"bax","Bamun",215000,11,7089.912229,1160.120392,5.858618736
"bay","Batuley",3640,0,19.58978178,70.09098244,4.87441659
"bba","Baatonum",560000,17,33159.03753,199.3405075,4.243845463
"bbb","Barai",800,5,1165.969865,1962.103271,7.013994217
"bbc","Batak Toba",2000000,5,15797.84398,1110.294052,6.2847054
"bbd","Bau",3150,5,42.45575711,2141.664124,7.110357523
"bbe","Bangba",11000,5,2215.551667,166.701828,3.783479452
"bbf","Baibai",340,4,273.878993,988.9312134,6.103123665
"bbg","Barama",6000,4,2314.683129,299.7675076,5.197755933
"bbh","Bugan",2700,1,227.9005743,1143.029236,6.123599768
"bbi","Barombi",3000,3,181.932344,670.6317596,5.848070502
"bbj","Ghomálá'",260000,8,940.8426326,1330.718506,6.410482407
"bbk","Babanki",39000,8,235.48518,1106.72113,5.925098896
"bbl","Bats",3420,1,195.3758865,2123.047119,6.955149412
"bbm","Babango",2550,5,7362.774596,126.6413231,4.185460806
"bbn","Uneapa",10000,0,32.69478579,429.6069221,5.477282286
"bbo","Northern Bobo Madaré",60000,4,3929.723313,147.6047516,4.13634634
"bbp","West Central Banda",7500,8,3100.218745,208.8845596,4.489460468
"bbq","Bamali",10800,4,40.51845837,1108.035416,5.829763412
"bbr","Girawa",4000,9,331.2190361,2141.664124,7.110357523
"bbs","Bakpinka",4000,5,137.3445077,370.4517517,4.67139864
"bbt","Mburku",12000,3,68.68918892,567.3654785,4.772120476
"bbu","Kulung (Nigeria)",40000,8,486.2872294,888.0291748,5.457853079
"bbv","Karnai",920,1,7.882481014,1204.569611,6.71830225
"bbw","Baba",24500,5,87.42682,1108.035416,5.829763412
"bby","Befang",2980,7,103.1226032,1106.72113,5.925098896
"bca","Central Bai",800000,8,21732.02143,1273.380981,6.658509731
"bcc","Southern Balochi",3305000,8,197538.6298,1233.756714,5.925089836
"bcd","North Babar",1000,1,172.2787923,64.12904263,3.995591462
"bce","Bamenyam",4000,4,75.811572,1160.120392,5.858618736
"bcf","Bamu",6310,5,1555.658806,877.3196131,4.848486662
"bcg","Baga Mboteni-Binari",3000,1,108.6944817,244.5726929,4.37706399
"bch","Bariai",1380,1,80.75989659,613.0570679,6.149116993
"bci","Baoulé",2130000,15,28877.06506,151.1947479,4.196863174
"bcj","Bardi",160,1,807.5752457,148.1101074,4.454882622
"bck","Bunaba",110,4,4677.915571,293.1536446,4.735755086
"bcl","Coastal-Naga Bikol",2500000,14,7046.509277,202.9966202,5.290183783
"bcm","Bannoni",1000,5,444.891241,432.172699,6.399749279
"bcn","Bali (Nigeria)",2000,4,130.9496189,705.0296631,5.576126575
"bco","Kaluli",2500,5,598.9625556,1706.546753,5.994637489
"bcp","Bali (Democratic Republic of Congo)",42000,8,25195.48249,330.3574677,4.593697309
"bcq","Bench",347000,5,1890.865324,1420.626587,6.424757957
"bcr","Babine",200,1,882.8830366,792.1473999,6.206877708
"bcs","Kohumono",30000,4,120.1046851,370.4517517,4.67139864
"bct","Bendi",32000,6,1216.19375,625.1963043,5.376457453
"bcu","Awad Bing",1450,3,29.40185575,1796.082153,7.287487507
"bcv","Shoo-Minda-Nye",10000,8,2569.53734,888.0291748,5.457853079
"bcw","Bana",23000,7,342.8632425,467.9548645,5.13854599
"bcy","Bacama",150000,15,2568.222821,525.9998779,5.291288614
"bcz","Bainouk-Gunyaamolo-Gutobor",30000,13,1393.161564,32.27769279,3.006101012
"bda","Kugere-Kuxinge",18290,10,733.7582605,32.27769279,3.006101012
"bdb","Basap",15000,9,8783.699295,250.8184509,5.343202114
"bdc","Emberá-Baudó",5000,3,5044.692727,1016.669754,6.042904854
"bdd","Bunama",4000,4,223.9072783,425.5939465,5.18411243
"bde","Bade",250000,4,3082.213153,91.06328583,3.112929583
"bdg","Bonggi",0,4,209.8688663,119.7151794,5.714117765
"bdh","Baka (Sudan)",26300,6,3649.575435,312.4520416,4.600470781
"bdi","Burun",18000,7,4269.231145,603.1664581,4.982703209
"bdj","Bai",2500,2,839.4824389,166.7519894,3.827982962
"bdk","Budukh",200,3,26.26567559,1879.818298,7.04438138
"bdl","Indonesian Bajau",150000,1,73.30039566,482.6442299,6.317546844
"bdm","Buduma",54800,7,14409.95083,61.2159996,2.712131262
"bdn","Baldemu",4,1,5.24765103,269.8820686,3.989992976
"bdo","Morom",4500,4,665.4663008,126.4101944,3.388356566
"bdp","Bende",27000,3,11816.53946,767.4561615,5.774347186
"bdq","Bahnar",158000,5,6556.386036,1084.391449,6.258895874
"bdr","West Coast Bajau",0,17,1053.871409,530.0869255,6.274558306
"bds","Burunge",13000,4,1860.010473,674.6574707,5.724571943
"bdt","Bokoto",130000,7,16372.89989,302.1477661,4.778704802
"bdu","Oroko",106000,11,5174.899553,670.6317596,5.848070502
"bdv","Bodo Parja",50000,1,1341.563722,713.8266602,5.769746621
"bdw","Baham",1100,6,4316.230753,518.9897461,5.976465225
"bdx","Budong-Budong",70,2,3.208029653,1543.032959,6.963805676
"bdy","Middle Clarence Bandjalang",100,1,5141.299766,474.1560059,5.584102869
"bea","Beaver",370,3,1843.296628,692.1915894,5.490710139
"beb","Bebele",24000,5,2104.942431,432.1681385,4.596806109
"bec","Iceve-Maci",12000,6,367.9372021,727.786972,5.333243728
"bed","Bedoanas",180,4,94.59295453,523.0792236,5.794586897
"bee","Byangsi",3310,6,870.0683178,3449.374512,7.141096115
"bef","Benabena",45000,6,748.8922377,1916.283508,6.958115339
"beg","Lemeting",1000,4,934.8305472,455.9609299,5.545972347
"beh","Biali",104080,7,4616.167426,306.3499756,4.582745075
"bei","Riuk Bekati'",4000,3,1838.305726,213.9834766,4.625504255
"bej","Beja",1186000,4,301328.1569,540.2314835,5.194957256
"bek","Bebeli",1050,2,258.9087532,490.2012634,6.238593578
"bel","Belarusian",2220000,6,207604.5036,77.40007591,3.443106413
"bem","Bemba (Zambia)",4110000,13,124105.2616,453.0256958,5.017715931
"ben","Bengali",192521100,37,183925.5717,40.85620117,2.225614071
"beo","Beami",4200,7,1692.209931,1536.624977,5.357548356
"bep","Besoa",10000,3,473.5521903,1377.253845,6.858096838
"beq","Beembe",40000,5,2823.940491,392.351059,5.151628256
"bes","Besme",1230,5,280.674336,136.7696972,3.534199655
"bet","Guiberoua Béte",130000,8,9299.426793,170.3448715,4.192570686
"beu","Blagar",11000,4,116.6210769,568.1637573,6.116060734
"bev","Daloa Bété",130000,4,2004.992047,151.0198822,4.05508852
"bex","Jur Modo",100000,8,4302.699305,202.3870926,3.809352517
"bey","Beli (Papua New Guinea)",2200,4,111.7343051,798.9605103,5.861983538
"bez","Bena (Tanzania)",670000,7,14577.69219,1361.067017,6.527030945
"bfa","Bari",480000,9,27194.81767,490.3763123,4.910050154
"bfb","Pauri Bareli",638000,8,1758.214458,428.4951782,5.327946186
"bfc","Northern Bai",12000,2,3882.705073,1587.727173,6.803325415
"bfd","Bafut",105000,8,352.0462841,1106.72113,5.925098896
"bfe","Betaf",600,4,86.58608524,580.927002,5.985350609
"bff","Bofi",23500,7,4217.519777,211.7983398,4.590603828
"bfg","Busang Kayan",3000,12,13493.55328,657.3613434,5.766428232
"bfh","Mblafe-Ránmo",670,3,1156.286038,128.5826073,2.996761799
"bfj","Bafanji",17000,4,65.03833172,1067.654846,5.718984286
"bfl","Banda-Ndélé",35500,13,73382.43626,282.9475555,4.369897544
"bfm","Mmen",35000,7,308.4415896,1106.72113,5.925098896
"bfn","Bunak",76000,3,968.7584903,778.3484497,6.381267071
"bfo","Malba Birifor",108000,7,3179.716656,131.1729622,4.152286053
"bfp","Beba",3000,9,158.8879624,1106.72113,5.925098896
"bfq","Badaga",135000,2,422.7362778,792.9188232,5.967473507
"bfs","Southern Bai",400000,2,3478.288357,1053.026917,6.509886026
"bft","Balti",290000,6,8852.76256,1977.630615,7.024127483
"bfu","Bunan",4000,5,1253.932781,4040.362549,7.142654419
"bfw","Bondo",9000,3,296.1326917,758.1212769,5.795221329
"bfy","Bagheli",2860000,11,34149.55483,449.5575104,4.918982506
"bfz","Mahasu Pahari",1000000,9,5430.599959,3127.183533,6.342399716
"bga","Gwamhi-Wuri",16000,3,718.2429459,193.4811287,4.308550239
"bgb","Bobongko",1500,1,31.51713007,742.546875,6.327616215
"bgc","Haryanvi",8000000,4,23883.88636,857.3968735,4.262223601
"bgd","Rathwi Bareli",101000,8,13737.02651,399.2754364,5.221996784
"bge","Bauria",27200,3,3743.899946,2756.664307,5.860176086
"bgf","Ngombe-Bangandu",2700,5,976.2181387,162.592804,4.611035109
"bgg","Bugun",900,2,193.4984624,2793.595825,6.820150375
"bgi","Giangan",55000,0,214.6824592,1211.363037,6.531594276
"bgj","Bangolan",14000,5,97.95941758,1108.035416,5.829763412
"bgk","Bit",2160,8,577.6344834,622.6634216,5.999526501
"bgl","Bo (Laos)",2950,6,1388.624715,712.0228271,6.122921944
"bgn","Western Balochi",1795000,8,250848.6198,1125.390411,6.060134411
"bgo","Baga Koga",0,1,3786.250145,375.8631287,5.085823298
"bgp","Eastern Balochi",1800800,6,57409.87227,1309.069519,5.596373399
"bgq","Bagri",847000,10,24688.00181,166.9409358,3.22337389
"bgr","Bawm Chin",15940,12,1965.191767,947.0452271,5.980243206
"bgs","Tagabawa",43000,3,240.6204838,1211.363037,6.531594276
"bgt","Bughotu",4050,2,205.0764143,373.4177971,5.754378637
"bgu","Mbongno",3000,4,52.75193679,1055.950439,5.800908089
"bgv","Warkay-Bipim",300,1,44.60468243,1146.042847,4.748791933
"bgw","Bhatri",217000,4,4880.117971,587.0518646,5.391818047
"bgx","Rumelian Turkish",331000,4,47825.24594,622.2844849,5.965433836
"bgy","Benggoi",350,3,576.2356458,464.3799947,5.688733578
"bgz","Banggai",125000,0,3025.952422,593.2028809,6.31714797
"bha","Bharia",197000,2,10863.7131,350.9043274,4.807678223
"bhb","Bhili",3310000,12,41824.67481,454.5814362,5.090455294
"bhc","Biga",300,0,12.5908793,308.5670166,4.70055151
"bhd","Bhadrawahi",53000,2,4363.720126,2872.407349,6.738316059
"bhe","Bhaya",70,0,0.212651822,81.64800644,3.345421553
"bhf","Odiai",240,2,142.2825598,988.9312134,6.103123665
"bhg","Binandere",7000,4,3093.007664,1763.608978,7.142966628
"bhh","Bukharic",10000,2,89.4548658,479.2682266,4.504101872
"bhi","Bhilali",681000,9,19786.7979,428.4951782,5.327946186
"bhj","Bahing",11700,5,501.3614982,2290.923584,5.830791116
"bhl","Bimin",2250,8,1009.529689,2471.141968,6.605589628
"bhm","Bathari",200,1,842.6161013,244.6366119,4.441505432
"bhn","Gardabani Bohtan Neo-Aramaic",1000,0,2.46558705,2123.047119,6.955149412
"bho","Bhojpuri",39380000,10,27520.23734,143.9304657,3.095725536
"bhp","Bima",500000,1,7033.889402,252.9280376,5.752289176
"bhq","Tukang Besi South",130000,1,114.8281795,104.4599056,4.681210041
"bhr","Bara Malagasy",600000,6,75090.46668,873.5790405,5.821017265
"bhs","Buwal",7000,5,115.147597,430.8778992,4.921094418
"bht","Bhattiyali",102000,2,829.2793469,4040.362549,7.142654419
"bhu","Bhunjia",6790,2,6501.399614,509.8548737,5.237238884
"bhv","Bahau",19000,4,1486.20582,605.4413452,5.410093307
"bhw","Biak",30000,7,4000.23002,220.3078003,5.527395725
"bhy","Bhele",15000,7,9258.126117,716.7246094,5.870990992
"bhz","Bada (Indonesia)",6800,6,1070.130109,1377.253845,6.858096838
"bia","Badimaya",20,2,12366.16972,169.1243973,4.293103218
"bib","Bissa",528000,4,6842.241343,188.5505727,4.099533478
"bid","Bidiyo",14000,7,1387.860831,195.8860397,3.949975967
"bie","Bepour",50,1,5.082591002,1746.354324,6.392463326
"bif","Biafada",44900,5,2214.445321,61.24703026,3.27808094
"big","Biangai",1400,3,606.7514358,1774.098022,7.179609299
"bij","Vaghat-Ya-Bijim-Legeri",20000,6,171.0404236,774.4429525,5.214658101
"bil","Bile",38000,5,220.896956,705.0296631,5.576126575
"bim","Bimoba",120000,5,1100.720928,247.1611328,4.408506632
"bin","Bini",1000000,9,8004.692505,239.0965805,4.243350446
"bio","Nai",750,2,139.1870344,988.9312134,6.103123665
"bip","Bila",40000,7,8291.864538,624.8773041,5.480454087
"biq","Bipi",1200,0,3.155556247,71.9605484,4.823676586
"bir","Bisorio",260,7,889.5830978,1519.695343,6.334013462
"bit","Berinomo",350,3,211.5673659,1635.051239,6.233786583
"biu","Biete",19000,6,1068.885515,1553.515381,6.260782719
"biv","Southern Birifor",129310,9,3307.148468,158.2308807,4.432243347
"biw","Kol (Cameroon)",12000,3,672.6283074,209.9494362,4.268393397
"bix","Bijori",25000,4,1297.7684,532.6000366,5.280814886
"biy","Birhor",2000,3,1332.272059,532.6000366,5.280814886
"biz","Loi-Likila",20000,7,5576.428822,72.87914276,3.094202757
"bja","Budza",226000,9,13163.52639,119.1212616,4.197534084
"bjb","Banggarla",0,4,49951.42283,194.0370331,4.556283474
"bjc","Bariji",460,3,306.7034249,1962.103271,7.013994217
"bje","Biao-Jiao Mien",43000,2,3263.489902,671.2617493,5.950920582
"bjf","Barzani Jewish Neo-Aramaic",20,3,163.812352,965.9433594,6.142790556
"bjg","Kangaki-Kagbaaga-Kajoko Bidyogo",29900,1,1522.678171,74.9135437,3.099607348
"bjh","Bahinemo",550,6,1458.906563,1519.695343,6.334013462
"bji","Burji",70100,3,1638.468518,1353.70813,6.369137764
"bjj","Kanauji",9500000,4,14804.88471,507.1305962,3.744750261
"bjk","Barok",2120,2,359.8876972,606.7848511,6.437785625
"bjl","Bulu (Papua New Guinea)",910,1,183.0704929,335.9201584,5.547536373
"bjm","Bajelani",20000,4,42379.41636,408.18573,4.519202352
"bjo","Mid-Southern Banda",102000,21,14103.41885,142.3881531,4.378334284
"bjr","Binumarien",360,1,21.3596054,1916.283508,6.958115339
"bjt","Balanta-Ganja",82800,8,882.1917031,47.58051682,3.105365753
"bju","Busuu",8,0,785.1287398,1106.72113,5.925098896
"bjv","Nangnda",36000,8,3251.608614,136.3961639,3.896679401
"bjw","Bakwé",10300,6,5806.353633,189.6698608,4.330052853
"bjx","Banao Itneg",3500,5,516.7181187,658.1363068,6.420113921
"bjy","Bayali",0,6,17947.102,332.6643066,5.180936813
"bjz","Baruga",2230,6,1416.601911,1962.103271,7.013994217
"bka","Kyak",5000,7,39.61463774,525.9998779,5.291288614
"bkc","Baka (Cameroon)",43200,17,53571.33583,140.9774094,4.3985943
"bkd","Talaandig-Binukid",100000,8,5743.476115,941.1138306,6.432351112
"bkf","Beeke",1000,0,1993.072168,333.4070435,4.715840816
"bkh","Bakoko",50000,14,3763.020684,504.3675232,5.775436401
"bki","Baki",350,3,23.21069905,209.6103821,5.640644073
"bkj","Pande",9700,5,2104.481144,173.8815994,4.559286594
"bkk","Brokskat",10000,2,4505.737252,3008.996582,7.083390951
"bkl","Berik",1200,11,1312.236026,577.4098816,5.764941692
"bkm","Kom (Cameroon)",233000,8,706.8946745,1108.035416,5.829763412
"bkn","Bukitan",860,2,527.0864751,888.9648438,6.092377186
"bko","Kwa'",1000,5,295.6804573,941.5361023,5.830891291
"bkp","Boko (Democratic Republic of Congo)",21000,5,947.4706883,64.61572266,3.068231583
"bkq","Bakairí",950,1,3035.001145,278.8481445,4.524066925
"bkr","Bakumpai",100000,9,7008.581811,225.969635,4.506129146
"bks","Masbate Sorsogon",85000,2,225.6918558,188.1075287,5.224923372
"bkt","Boloki",4200,4,350.0324608,72.87914276,3.094202757
"bku","Buhid",8000,5,1148.474014,564.9771118,6.273040771
"bkv","Bekwarra",100000,5,289.661728,727.786972,5.333243728
"bkw","Bekwil",12060,9,9467.014828,185.3092117,4.410136938
"bkx","Baikeno",72000,1,796.1989499,607.948349,6.236210108
"bky","Bokyi",143700,16,3377.55923,727.786972,5.333243728
"bkz","Bungku",27000,9,1294.588202,686.7108879,6.219071746
"bla","Siksika",3350,2,11356.77995,1049.872284,5.815819502
"blb","Bilua",8740,2,695.0030352,344.4577637,5.800726652
"blc","Bella Coola",20,1,45.83758216,1263.546631,6.450816631
"bld","Bolango",23000,4,1346.553485,530.9716085,6.401783943
"ble","Balanta-Kentohe",397000,12,10212.09704,61.24703026,3.27808094
"blf","Buol",96000,3,4086.052901,555.4906769,6.430412292
"blh","Kuwaa",12800,3,1090.644647,488.4911499,4.835253239
"bli","Bolia",100000,3,5138.846041,64.8045063,3.174500883
"blj","Bolongan",30000,5,1159.204614,560.1621628,5.722575784
"blk","Pa'o Karen",560740,12,11143.15609,873.8367004,6.080328465
"blm","Beli (Sudan)",65000,5,2493.655662,202.3870926,3.809352517
"bln","Coastal-Virac Bikol",135000,2,430.3914713,147.8630857,5.336120963
"blo","Anii",45900,11,1581.707624,246.9960098,4.595091581
"blp","Blablanga",1770,3,739.6231395,275.156105,5.642580271
"blq","Paluai",1000,0,14.07294716,592.3810434,5.161361456
"blr","Blang",55200,10,2632.355775,693.9308167,6.153100252
"bls","Balaesang",3200,1,137.2714557,638.638855,6.608586788
"blt","Tai Dam",759700,26,34972.27548,367.1500092,5.116982698
"blv","Kibala",2630,4,7691.928525,1122.506165,5.776776552
"blw","Balangao",21300,5,364.8428594,1049.937195,6.420091867
"blx","Mag-Indi Ayta",5000,4,153.0981849,378.2962646,5.941675186
"bly","Notre",1500,3,134.6810853,306.3499756,4.582745075
"blz","Balantak",30000,2,986.3618609,593.2028809,6.31714797
"bma","Lame",10000,3,160.5661359,480.6806335,4.739094019
"bmb","Bembe",252000,8,10005.09479,831.8516922,5.920795321
"bmc","Biem",2200,0,17.425306,897.2494507,5.110510349
"bmd","Baga Manduri",4000,0,0.359234656,244.5726929,4.37706399
"bmg","Bamwe",20000,5,418.2715744,119.3866882,3.587871552
"bmh","Kein",1750,5,94.50506592,2141.664124,7.110357523
"bmi","Bagirmi",44800,13,26020.2023,80.93772507,2.921315074
"bmj","Bote-Majhi",8770,2,104.9411121,2448.70039,5.333576322
"bmk","Ghayavi",2810,4,39.41758113,925.5508041,6.496482968
"bml","Bomboli",2500,4,556.3577162,64.61572266,3.068231583
"bmm","Northern Betsimisaraka Malagasy",1000000,4,53552.45305,877.4054565,6.113776843
"bmn","Bina (Papua New Guinea)",0,2,489.0602174,925.5508041,6.496482968
"bmo","Bambalang",29000,7,212.3839683,1108.035416,5.829763412
"bmp","Bulgebi",50,3,5.696708805,1796.082153,7.287487507
"bmq","Bomu",158000,11,7518.851412,119.8025703,3.661436915
"bmr","Muinane",150,4,2688.380232,78.08044338,3.605619252
"bms","Bilma Kanuri",20000,2,13414.23537,56.01263428,3.304191113
"bmt","Biao Mon",20000,2,143.1748117,551.6731262,5.79107213
"bmu","Burum-Mindik",9000,5,701.6405493,1402.202866,6.950956821
"bmv","Bum",21400,6,468.7841828,1108.035416,5.829763412
"bmw","Bomwali",39300,5,1170.49138,157.2519188,4.096054912
"bmx","Baimak",650,3,12.60474645,2141.664124,7.110357523
"bmz","Baramu",850,3,139.8894849,512.1255379,4.056661487
"bna","Bonerate",9500,0,157.8707028,149.7000427,3.866931677
"bnb","Bookan",0,5,846.013587,945.8967285,6.378071308
"bnd","Banda (Indonesia)",3000,1,34.10212647,96.20035172,4.000938892
"bne","Bintauna",11200,4,876.5940078,553.7558899,6.374231815
"bnf","Masiwang",1000,3,244.6727565,610.673584,6.057122231
"bng","Benga",5000,3,324.9353846,541.2430725,3.790398836
"bni","Bangi",111300,9,12334.05047,56.61360168,2.797641754
"bnj","Eastern Tawbuid",7190,4,613.4554163,564.9771118,6.273040771
"bnk","Bierebo",800,3,34.9227643,209.6103821,5.640644073
"bnl","Boon",59,0,6865.840577,168.0787537,3.737704575
"bnm","Batanga",15000,10,807.7351529,546.5205688,5.636936188
"bnn","Bunun",38000,6,4915.574572,1091.506744,6.808021188
"bno","Bantoanon",75000,2,226.033048,393.9503708,5.750282288
"bnp","Bola",13700,3,740.1225991,490.2012634,6.238593578
"bnq","Bantik",3000,4,101.6134499,472.6541138,6.175251484
"bnr","Farafi",520,9,236.8754818,203.6951396,5.835590839
"bns","Bundeli",3070000,9,88757.73564,227.9312248,4.112319708
"bnu","Bentong",25000,1,282.1669715,1000.029434,6.474374294
"bnv","Bonerif",200,5,144.8497017,580.927002,5.985350609
"bnw","Bisis",450,3,196.4432116,1519.695343,6.334013462
"bnx","Bangubangu",171000,10,22376.29914,465.3553619,4.980030179
"bny","Bintulu",4200,4,725.23059,408.9037094,5.075763702
"bnz","Beezen",450,1,12.78583127,882.7237549,5.439715385
"boa","Bora",2430,4,4070.544925,56.36672878,3.373973191
"bob","Aweer",8000,6,6434.622897,103.9406185,3.779212475
