lemma,form,paradigm_slot,phonemic_form
vȱlda,äb līmõ vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə v ɯː nː ə d
vȱlda,äb līm vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m v ɯː nː ə d
vȱlda,algõd vȯlkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d v ɯ l k ə d
vȱlda,vȯļļid,V;ACT;FIN;QUOT;POS;PRS;PL;3,v ɯ ʎː i d
vȱlda,äb vȯlks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b v ɯ l k s
vȱlda,um,V;ACT;FIN;IND;POS;PRS;SG;3,u m
vȱlda,vȯlkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,v ɯ l k ə d
vȱlda,äb ūo,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b uː o
vȱlda,äb lī vȯnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː v ɯ n d
vȱlda,vȯļmõ,V;ACT;FIN;IND;POS;PST;PL;1,v ɯ ʎ m ə
vȱlda,vȯļļid,V;ACT;FIN;QUOT;POS;PRS;PL;2,v ɯ ʎː i d
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m v ɯ l m ə s t
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m v ɯ l m ə s t
vȱlda,algõ vȯlkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə v ɯ l k ə
vȱlda,vȯlkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,v ɯ l k ə
vȱlda,vȯlmõ,V;LGSPEC3,v ɯ l m ə
vȱlda,vȯlksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,v ɯ l k s m ə
vȱlda,at,V;ACT;FIN;IND;POS;PRS;PL;3,ɑ t
vȱlda,äb ūotõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b uː o t ə
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m v ɯ l m ə s t
vȱlda,līb vȯnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b v ɯː n d
vȱlda,vȯļ,V;ACT;FIN;IND;POS;PST;SG;1,v ɯ ʎ
vȱlda,vȯlmõt,V;LGSPEC4,v ɯ l m ə t
vȱlda,äb vȯlksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b v ɯ l k s m ə
vȱlda,ūod,V;ACT;FIN;IND;POS;PRS;SG;2,uː o d̪
vȱlda,vȱlda,V;INF,v ɯː l d ɑ
vȱlda,äd ūo,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d uː o
vȱlda,algid vȯlgid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d v ɯ l ɡ i d
vȱlda,vȯļtõ,V;ACT;FIN;IND;POS;PST;PL;2,v ɯ ʎ t ə
vȱlda,iz ūo,V;ACT;FIN;IND;NEG;PST;SG;3,i z uː o
vȱlda,vȯļļi,V;ACT;FIN;QUOT;POS;PRS;SG;2,v ɯ ʎː i
vȱlda,ät lītõ vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə v ɯː nː ə d̪
vȱlda,ät līt vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t v ɯ nː ə d̪
vȱlda,ūotõ,V;ACT;FIN;IND;POS;PRS;PL;2,uː o t ə
vȱlda,vȯldõd,V;PASS;V.PTCP,v ɯ l d ə d
vȱlda,ät vȯlkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ v ɯ l k s t ə
vȱlda,vȯlks,V;ACT;FIN;COND;POS;PRS;SG;3,v ɯ l k s
vȱlda,algõd vȯlkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d v ɯ l k ə d
vȱlda,äb lī vȯnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː v ɯ n d
vȱlda,vȯļļi,V;ACT;FIN;QUOT;POS;PRS;SG;1,v ɯ ʎː i
vȱlda,vȯļd,V;ACT;FIN;IND;POS;PST;SG;2,v ɯ ʎ d
vȱlda,vȯlkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,v ɯ l k ə d
vȱlda,izt ūotõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t uː o t ə
vȱlda,äb vȯlks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b v ɯ l k s
vȱlda,lītõ vȯnnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə v ɯː nː ə d
vȱlda,līt vȯnnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t v ɯː nː ə d
vȱlda,vȯl!,V;ACT;FIN;IMP;PRS;POS;SG;2,v ɯ l
vȱlda,äb ūo,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b uː o
vȱlda,vȯlkst,V;ACT;FIN;COND;POS;PRS;SG;2,v ɯ l k s t
vȱlda,vȯļtõ,V;ACT;FIN;IND;POS;PST;PL;3,v ɯ ʎ t ə
vȱlda,vȯldsõ,V;LGSPEC2,v ɯ l d s ə
vȱlda,vȯnd,V;ACT;V.PTCP,v ɯ n d
vȱlda,izt ūo,V;ACT;FIN;IND;NEG;PST;SG;2,i z t uː o
vȱlda,ūom,V;ACT;FIN;IND;POS;PRS;PL;1,uː o m
vȱlda,um,V;ACT;FIN;IND;POS;PRS;SG;1,u m
vȱlda,vȯļļi,V;ACT;FIN;QUOT;POS;PRS;SG;3,v ɯ ʎː i
vȱlda,äb vȯlkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b v ɯ l k s t ə
vȱlda,vȯlkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,v ɯ l k s t ə
vȱlda,alā vȯl!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː v ɯ l
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m v ɯ l m ə s t
vȱlda,vȯļ,V;ACT;FIN;IND;POS;PST;SG;3,v ɯ ʎ
vȱlda,algõ vȯlkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə v ɯ l k ə
vȱlda,vȯlkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,v ɯ l k ə
vȱlda,izt ūotõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t uː o t ə
vȱlda,äd vȯlkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ v ɯ l k s t
vȱlda,äd lī vȯnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː v ɯ n d̪
vȱlda,līd vȯnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d v ɯː n d
vȱlda,äb ūom,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b uː o m
