lemma,form,paradigm_slot,phonemic_form
brennen,branti,"V;SBJV;SG;3;PST",b r a n t i
brennen,brennem,"V;SBJV;PL;1;PRS",b r e n n e m
brennen,brennemes,"V;SBJV;PL;1;PRS",b r e n n e m e s
brennen,brantim,"V;SBJV;PL;1;PST",b r a n t i m
brennen,brantimes,"V;SBJV;PL;1;PST",b r a n t i m e s
brennen,brennet,"V;SBJV;PL;2;PRS",b r e n n e d
brennen,brantit,"V;SBJV;PL;2;PST",b r a n t i t
brennen,brennen,"V;SBJV;PL;3;PRS",b r e n n e n
brennen,brantin,"V;SBJV;PL;3;PST",b r a n t i n
brennen,brenni,"V;IMP;SG;PRS",b r e n n i
brennen,brennet,"V;IMP;PL;PRS",b r e n n e d
slahan,slahan,"V;NFIN",s̠ l a x a n
slahan,slahu,"V;IND;SG;1;PRS",s̠ l a h u
slahan,sluog,"V;IND;SG;1;PST",s l u o ɡ
slahan,slahis,"V;IND;SG;2;PRS",s̠ l a x i s
slahan,sluogi,"V;IND;SG;2;PST",s l u o̯ ɡ i
slahan,slahit,"V;IND;SG;3;PRS",s̠ l a x i t
slahan,sluog,"V;IND;SG;3;PST",s l u o ɡ
slahan,slahem,"V;IND;PL;1;PRS",s̠ l a x e m
slahan,slahemes,"V;IND;PL;1;PRS",s̠ l a h e m e s
slahan,sluogum,"V;IND;PL;1;PST",s l u o̯ ɡ u m
slahan,sluogumes,"V;IND;PL;1;PST",s l u o̯ ɡ u m e s
slahan,slahet,"V;IND;PL;2;PRS",s̠ l a h e t
slahan,sluogut,"V;IND;PL;2;PST",s l u o̯ ɡ u t
slahan,slahant,"V;IND;PL;3;PRS",s̠ l a h a n t
slahan,sluogun,"V;IND;PL;3;PST",s l u o̯ ɡ u n
slahan,slahe,"V;SBJV;SG;1;PRS",s̠ l a x e
slahan,sluogi,"V;SBJV;SG;1;PST",s l u o̯ ɡ i
slahan,slahes,"V;SBJV;SG;2;PRS",s̠ l a h e s
slahan,sluogis,"V;SBJV;SG;2;PST",s l u o̯ ɡ i s
slahan,slahe,"V;SBJV;SG;3;PRS",s̠ l a x e
slahan,sluogi,"V;SBJV;SG;3;PST",s l u o̯ ɡ i
slahan,slahem,"V;SBJV;PL;1;PRS",s̠ l a x e m
slahan,slahemes,"V;SBJV;PL;1;PRS",s̠ l a h e m e s
slahan,sluogim,"V;SBJV;PL;1;PST",s l u o̯ ɡ i m
slahan,sluogimes,"V;SBJV;PL;1;PST",s l u o̯ ɡ i m e s
slahan,slahet,"V;SBJV;PL;2;PRS",s̠ l a h e t
slahan,sluogit,"V;SBJV;PL;2;PST",s l u o̯ ɡ i t
slahan,slahen,"V;SBJV;PL;3;PRS",s̠ l aː x e n
slahan,sluogin,"V;SBJV;PL;3;PST",s l u o̯ ɡ i n
slahan,slah,"V;IMP;SG;PRS",s l a x
slahan,slahet,"V;IMP;PL;PRS",s̠ l a h e t
triogan,triogan,"V;NFIN",t r i o ɡ a n
triogan,triugu,"V;IND;SG;1;PRS",t r i u̯ ɡ u
triogan,troug,"V;IND;SG;1;PST",t r o u ɡ
triogan,triugis,"V;IND;SG;2;PRS",t r i u̯ ɡ i s
triogan,trugi,"V;IND;SG;2;PST",t r u ɡ i
triogan,triugit,"V;IND;SG;3;PRS",t r i u̯ ɡ i t
triogan,troug,"V;IND;SG;3;PST",t r o u ɡ
triogan,triogem,"V;IND;PL;1;PRS",t r i o ɡ e m
triogan,triogemes,"V;IND;PL;1;PRS",t r i o ɡ e m e s
triogan,trugum,"V;IND;PL;1;PST",t r u ɡ u m
triogan,trugumes,"V;IND;PL;1;PST",t r u ɡ u m e s
triogan,trioget,"V;IND;PL;2;PRS",t r i o ɡ e t
triogan,trugut,"V;IND;PL;2;PST",t r u ɡ u t
triogan,triogant,"V;IND;PL;3;PRS",t r i o ɡ a n t
triogan,trugun,"V;IND;PL;3;PST",t r u ɡ u n
triogan,trioge,"V;SBJV;SG;1;PRS",t r i o ɡ e
triogan,trugi,"V;SBJV;SG;1;PST",t r u ɡ i
triogan,trioges,"V;SBJV;SG;2;PRS",t r i o ɡ e s
triogan,trugis,"V;SBJV;SG;2;PST",t r u ɡ i s
triogan,trioge,"V;SBJV;SG;3;PRS",t r i o ɡ e
triogan,trugi,"V;SBJV;SG;3;PST",t r u ɡ i
triogan,triogem,"V;SBJV;PL;1;PRS",t r i o ɡ e m
triogan,triogemes,"V;SBJV;PL;1;PRS",t r i o ɡ e m e s
triogan,trugim,"V;SBJV;PL;1;PST",t r u ɡ i m
triogan,trugimes,"V;SBJV;PL;1;PST",t r u ɡ i m e s
triogan,trioget,"V;SBJV;PL;2;PRS",t r i o ɡ e t
triogan,trugit,"V;SBJV;PL;2;PST",t r u ɡ i t
triogan,triogen,"V;SBJV;PL;3;PRS",t r i o ɡ e n
triogan,trugin,"V;SBJV;PL;3;PST",t r u ɡ i n
triogan,triug,"V;IMP;SG;PRS",t r i u ɡ
triogan,trioget,"V;IMP;PL;PRS",t r i o ɡ e t
dolēn,dolēn,"V;NFIN",d o l eː n
dolēn,dolem,"V;IND;SG;1;PRS",d o l e m
dolēn,doleta,"V;IND;SG;1;PST",d o l e t a
dolēn,doles,"V;IND;SG;2;PRS",d o l e s
dolēn,doletos,"V;IND;SG;2;PST",d o l e t o s
dolēn,dolet,"V;IND;SG;3;PRS",d o l e t
dolēn,doleta,"V;IND;SG;3;PST",d o l e t a
dolēn,dolem,"V;IND;PL;1;PRS",d o l e m
dolēn,dolemes,"V;IND;PL;1;PRS",d o l e m e s
dolēn,doletum,"V;IND;PL;1;PST",d o l eː t u m
dolēn,doletumes,"V;IND;PL;1;PST",d o l e t u m e s
dolēn,dolet,"V;IND;PL;2;PRS",d o l e t
dolēn,doletut,"V;IND;PL;2;PST",d o l e t uː t
dolēn,dolent,"V;IND;PL;3;PRS",d o l e n t
dolēn,doletun,"V;IND;PL;3;PST",d o l e t u n
dolēn,dole,"V;SBJV;SG;1;PRS",d o l e
dolēn,doleti,"V;SBJV;SG;1;PST",d o l e t i
dolēn,doles,"V;SBJV;SG;2;PRS",d o l e s
dolēn,doletis,"V;SBJV;SG;2;PST",d o l e t i s
dolēn,dole,"V;SBJV;SG;3;PRS",d o l e
dolēn,doleti,"V;SBJV;SG;3;PST",d o l e t i
dolēn,dolem,"V;SBJV;PL;1;PRS",d o l e m
dolēn,dolemes,"V;SBJV;PL;1;PRS",d o l e m e s
dolēn,doletim,"V;SBJV;PL;1;PST",d o l e t i m
dolēn,doletimes,"V;SBJV;PL;1;PST",d o l e t i m e s
dolēn,dolet,"V;SBJV;PL;2;PRS",d o l e t
dolēn,doletit,"V;SBJV;PL;2;PST",d o l e t i t
dolēn,dolen,"V;SBJV;PL;3;PRS",d o l e n
dolēn,doletin,"V;SBJV;PL;3;PST",d o l e t i n
dolēn,dole,"V;IMP;SG;PRS",d o l e
dolēn,dolet,"V;IMP;PL;PRS",d o l e t
fehtan,fehtan,"V;NFIN",f e x t a n
fehtan,fihtu,"V;IND;SG;1;PRS",f i x t u
fehtan,faht,"V;IND;SG;1;PST",f a x t
fehtan,fihtis,"V;IND;SG;2;PRS",f i x t i s
fehtan,fuhti,"V;IND;SG;2;PST",f u x t i
fehtan,fihtit,"V;IND;SG;3;PRS",f i x t i t
fehtan,faht,"V;IND;SG;3;PST",f a x t
fehtan,fehtem,"V;IND;PL;1;PRS",f e x t e m
fehtan,fehtemes,"V;IND;PL;1;PRS",f e h t e m e s
fehtan,fuhtum,"V;IND;PL;1;PST",f u x t u m
fehtan,fuhtumes,"V;IND;PL;1;PST",f u x t u m e s
fehtan,fehtet,"V;IND;PL;2;PRS",f e h t e t
fehtan,fuhtut,"V;IND;PL;2;PST",f u x t u t
fehtan,fehtant,"V;IND;PL;3;PRS",f e x t a n t
fehtan,fuhtun,"V;IND;PL;3;PST",f u x t u n
fehtan,fehte,"V;SBJV;SG;1;PRS",f e h t e
fehtan,fuhti,"V;SBJV;SG;1;PST",f u x t i
fehtan,fehtes,"V;SBJV;SG;2;PRS",f e h t e s
fehtan,fuhtis,"V;SBJV;SG;2;PST",f u x t i s
fehtan,fehte,"V;SBJV;SG;3;PRS",f e h t e
fehtan,fuhti,"V;SBJV;SG;3;PST",f u x t i
fehtan,fehtem,"V;SBJV;PL;1;PRS",f e x t e m
fehtan,fehtemes,"V;SBJV;PL;1;PRS",f e h t e m e s
fehtan,fuhtim,"V;SBJV;PL;1;PST",f u x t i m
fehtan,fuhtimes,"V;SBJV;PL;1;PST",f u x t i m e s
fehtan,fehtet,"V;SBJV;PL;2;PRS",f e h t e t
fehtan,fuhtit,"V;SBJV;PL;2;PST",f u x t i t
fehtan,fehten,"V;SBJV;PL;3;PRS",f e h t e n
fehtan,fuhtin,"V;SBJV;PL;3;PST",f u x t i n
fehtan,fiht,"V;IMP;SG;PRS",f i x t
fehtan,fehtet,"V;IMP;PL;PRS",f e h t e t
wuntarōn,wuntarōn,"V;NFIN",w u n t a r oː n
wuntarōn,wuntarom,"V;IND;SG;1;PRS",w u n t a r o m
wuntarōn,wuntarota,"V;IND;SG;1;PST",w u n t a r o t a
wuntarōn,wuntaros,"V;IND;SG;2;PRS",w u n t a r o s
wuntarōn,wuntarotos,"V;IND;SG;2;PST",w u n t a r o t o s
wuntarōn,wuntarot,"V;IND;SG;3;PRS",w u n t a r o t
wuntarōn,wuntarota,"V;IND;SG;3;PST",w u n t a r o t a
wuntarōn,wuntarom,"V;IND;PL;1;PRS",w u n t a r o m
wuntarōn,wuntaromes,"V;IND;PL;1;PRS",w u n t a r o m e s
wuntarōn,wuntarotum,"V;IND;PL;1;PST",w u n t a r oː t u m
wuntarōn,wuntarotumes,"V;IND;PL;1;PST",w u n t a r o t u m e s
wuntarōn,wuntarot,"V;IND;PL;2;PRS",w u n t a r o t
wuntarōn,wuntarotut,"V;IND;PL;2;PST",w u n t a r o t uː t
wuntarōn,wuntaront,"V;IND;PL;3;PRS",w u n t a r o n t
wuntarōn,wuntarotun,"V;IND;PL;3;PST",w u n t a r o t u n
wuntarōn,wuntaro,"V;SBJV;SG;1;PRS",w u n t a r o
wuntarōn,wuntaroti,"V;SBJV;SG;1;PST",w u n t a r o t i
wuntarōn,wuntaros,"V;SBJV;SG;2;PRS",w u n t a r o s
wuntarōn,wuntarotis,"V;SBJV;SG;2;PST",w u n t a r o t i s
wuntarōn,wuntaro,"V;SBJV;SG;3;PRS",w u n t a r o
wuntarōn,wuntaroti,"V;SBJV;SG;3;PST",w u n t a r o t i
wuntarōn,wuntarom,"V;SBJV;PL;1;PRS",w u n t a r o m
wuntarōn,wuntaromes,"V;SBJV;PL;1;PRS",w u n t a r o m e s
wuntarōn,wuntarotim,"V;SBJV;PL;1;PST",w u n t a r o t i m
wuntarōn,wuntarotimes,"V;SBJV;PL;1;PST",w u n t a r o t iː m e s
wuntarōn,wuntarot,"V;SBJV;PL;2;PRS",w u n t a r o t
wuntarōn,wuntarotit,"V;SBJV;PL;2;PST",w u n t a r o t i t
wuntarōn,wuntaron,"V;SBJV;PL;3;PRS",w u n t a r o n
wuntarōn,wuntarotin,"V;SBJV;PL;3;PST",w u n t a r o t i n
wuntarōn,wuntaro,"V;IMP;SG;PRS",w u n t a r o
wuntarōn,wuntarot,"V;IMP;PL;PRS",w u n t a r o t
neman,neman,"V;NFIN",n e m a n
neman,nimu,"V;IND;SG;1;PRS",n i m u
neman,nam,"V;IND;SG;1;PST",n a m
neman,nimis,"V;IND;SG;2;PRS",n i m i s
neman,nāmi,"V;IND;SG;2;PST",n aː m i
neman,nimit,"V;IND;SG;3;PRS",n i m i t
neman,nam,"V;IND;SG;3;PST",n a m
neman,nemem,"V;IND;PL;1;PRS",n e m e m
neman,nememes,"V;IND;PL;1;PRS",n e m e m e s
neman,nāmum,"V;IND;PL;1;PST",n aː m u m
neman,nāmumes,"V;IND;PL;1;PST",n aː m u m e s
neman,nemet,"V;IND;PL;2;PRS",n e m e t
neman,nāmut,"V;IND;PL;2;PST",n aː m u t
neman,nemant,"V;IND;PL;3;PRS",n e m a n t
neman,nāmun,"V;IND;PL;3;PST",n aː m u n
neman,neme,"V;SBJV;SG;1;PRS",n eː m e
neman,nāmi,"V;SBJV;SG;1;PST",n aː m i
neman,nemes,"V;SBJV;SG;2;PRS",n e m e s
neman,nāmis,"V;SBJV;SG;2;PST",n aː m i s
neman,neme,"V;SBJV;SG;3;PRS",n eː m e
neman,nāmi,"V;SBJV;SG;3;PST",n aː m i
neman,nemem,"V;SBJV;PL;1;PRS",n e m e m
neman,nememes,"V;SBJV;PL;1;PRS",n e m e m e s
neman,nāmim,"V;SBJV;PL;1;PST",n aː m i m
neman,nāmimes,"V;SBJV;PL;1;PST",n aː m i m e s
neman,nemet,"V;SBJV;PL;2;PRS",n e m e t
neman,nāmit,"V;SBJV;PL;2;PST",n aː m i t
neman,nemen,"V;SBJV;PL;3;PRS",n eː m e n
neman,nāmin,"V;SBJV;PL;3;PST",n aː m i n
neman,nim,"V;IMP;SG;PRS",n i m
neman,nemet,"V;IMP;PL;PRS",n e m e t
fastēn,fastēn,"V;NFIN",f a s t eː n
fastēn,fastem,"V;IND;SG;1;PRS",f a s t e m
fastēn,fasteta,"V;IND;SG;1;PST",f a s t e t a
fastēn,fastes,"V;IND;SG;2;PRS",f a s t e s
fastēn,fastetos,"V;IND;SG;2;PST",f a s t e t o s
fastēn,fastet,"V;IND;SG;3;PRS",f a s t e t
fastēn,fasteta,"V;IND;SG;3;PST",f a s t e t a
fastēn,fastem,"V;IND;PL;1;PRS",f a s t e m
fastēn,fastemes,"V;IND;PL;1;PRS",f a s t e m e s
fastēn,fastetum,"V;IND;PL;1;PST",f a s t e t u m
fastēn,fastetumes,"V;IND;PL;1;PST",f a s t e t u m e s
fastēn,fastet,"V;IND;PL;2;PRS",f a s t e t
fastēn,fastetut,"V;IND;PL;2;PST",f a s t e t uː t
fastēn,fastent,"V;IND;PL;3;PRS",f a s t e n t
fastēn,fastetun,"V;IND;PL;3;PST",f a s t e t u n
fastēn,faste,"V;SBJV;SG;1;PRS",f a s t e
fastēn,fasteti,"V;SBJV;SG;1;PST",f a s t e t i
fastēn,fastes,"V;SBJV;SG;2;PRS",f a s t e s
fastēn,fastetis,"V;SBJV;SG;2;PST",f a s t e t i s
fastēn,faste,"V;SBJV;SG;3;PRS",f a s t e
fastēn,fasteti,"V;SBJV;SG;3;PST",f a s t e t i
fastēn,fastem,"V;SBJV;PL;1;PRS",f a s t e m
fastēn,fastemes,"V;SBJV;PL;1;PRS",f a s t e m e s
fastēn,fastetim,"V;SBJV;PL;1;PST",f a s t e t i m
fastēn,fastetimes,"V;SBJV;PL;1;PST",f a s t e t iː m e s
fastēn,fastet,"V;SBJV;PL;2;PRS",f a s t e t
fastēn,fastetit,"V;SBJV;PL;2;PST",f a s t e t i t
fastēn,fasten,"V;SBJV;PL;3;PRS",f a s t e n
fastēn,fastetin,"V;SBJV;PL;3;PST",f a s t e t i n
fastēn,faste,"V;IMP;SG;PRS",f a s t e
fastēn,fastet,"V;IMP;PL;PRS",f a s t e t
dringan,dringan,"V;NFIN",d r i ŋ ɡ a n
dringan,dringu,"V;IND;SG;1;PRS",d r i ŋ ɡ u
dringan,drang,"V;IND;SG;1;PST",d r a ŋ
dringan,dringis,"V;IND;SG;2;PRS",d r i ŋ ɡ i s
dringan,drungi,"V;IND;SG;2;PST",d r u n ɡ i
dringan,dringit,"V;IND;SG;3;PRS",d r i n ɡ i t
dringan,drang,"V;IND;SG;3;PST",d r a ŋ
dringan,dringem,"V;IND;PL;1;PRS",d r i n ɡ e m
dringan,dringemes,"V;IND;PL;1;PRS",d r i n ɡ e m e s
dringan,drungum,"V;IND;PL;1;PST",d r u ŋ ɡ u m
dringan,drungumes,"V;IND;PL;1;PST",d r u n ɡ u m e s
dringan,dringet,"V;IND;PL;2;PRS",d r i n ɡ e t
dringan,drungut,"V;IND;PL;2;PST",d r u ŋ u t
dringan,dringant,"V;IND;PL;3;PRS",d r i n ɡ a n t
dringan,drungun,"V;IND;PL;3;PST",d r u ŋ ɡ u n
dringan,dringe,"V;SBJV;SG;1;PRS",d r i n ɡ e
dringan,drungi,"V;SBJV;SG;1;PST",d r u n ɡ i
dringan,dringes,"V;SBJV;SG;2;PRS",d r i n ɡ e s
dringan,drungis,"V;SBJV;SG;2;PST",d r u ŋ ɡ i s
dringan,dringe,"V;SBJV;SG;3;PRS",d r i n ɡ e
dringan,drungi,"V;SBJV;SG;3;PST",d r u n ɡ i
dringan,dringem,"V;SBJV;PL;1;PRS",d r i n ɡ e m
dringan,dringemes,"V;SBJV;PL;1;PRS",d r i n ɡ e m e s
dringan,drungim,"V;SBJV;PL;1;PST",d r u ŋ ɡ i m
dringan,drungimes,"V;SBJV;PL;1;PST",d r u n ɡ i m e s
dringan,dringet,"V;SBJV;PL;2;PRS",d r i n ɡ e t
dringan,drungit,"V;SBJV;PL;2;PST",d r u ŋ ɡ i t
dringan,dringen,"V;SBJV;PL;3;PRS",d r i ŋ ɡ e n
dringan,drungin,"V;SBJV;PL;3;PST",d r u ŋ ɡ i n
dringan,dring,"V;IMP;SG;PRS",d r i ŋ ɡ
dringan,dringet,"V;IMP;PL;PRS",d r i n ɡ e t
drucchen,drucchen,"V;NFIN",d r u kː e n
drucchen,drucchu,"V;IND;SG;1;PRS",d r u k k u
drucchen,druhta,"V;IND;SG;1;PST",d r u x t a
drucchen,drucchis,"V;IND;SG;2;PRS",d r u k k i s
drucchen,druhtos,"V;IND;SG;2;PST",d r u x t o s
drucchen,drucchit,"V;IND;SG;3;PRS",d r u k k i t
drucchen,druhta,"V;IND;SG;3;PST",d r u x t a
drucchen,drucchem,"V;IND;PL;1;PRS",d r u k k e m
drucchen,drucchemes,"V;IND;PL;1;PRS",d r u k k e m e s
drucchen,druhtum,"V;IND;PL;1;PST",d r u x t u m
drucchen,druhtumes,"V;IND;PL;1;PST",d r u x t u m e s
drucchen,drucchet,"V;IND;PL;2;PRS",d r u k k e t
drucchen,druhtut,"V;IND;PL;2;PST",d r u x t u t
drucchen,drucchent,"V;IND;PL;3;PRS",d r u k k e n t
drucchen,druhtun,"V;IND;PL;3;PST",d r u x t u n
drucchen,drucche,"V;SBJV;SG;1;PRS",d r u kː e
drucchen,druhti,"V;SBJV;SG;1;PST",d r u x t i
drucchen,drucches,"V;SBJV;SG;2;PRS",d r u k k e s
drucchen,druhtis,"V;SBJV;SG;2;PST",d r u x t i s
drucchen,drucche,"V;SBJV;SG;3;PRS",d r u kː e
drucchen,druhti,"V;SBJV;SG;3;PST",d r u x t i
drucchen,drucchem,"V;SBJV;PL;1;PRS",d r u k k e m
drucchen,drucchemes,"V;SBJV;PL;1;PRS",d r u k k e m e s
drucchen,druhtim,"V;SBJV;PL;1;PST",d r u x t i m
drucchen,druhtimes,"V;SBJV;PL;1;PST",d r u x t i m e s
drucchen,drucchet,"V;SBJV;PL;2;PRS",d r u k k e t
drucchen,druhtit,"V;SBJV;PL;2;PST",d r u x t i t
drucchen,drucchen,"V;SBJV;PL;3;PRS",d r u kː e n
drucchen,druhtin,"V;SBJV;PL;3;PST",d r u x t i n
drucchen,drucchi,"V;IMP;SG;PRS",d r u k k i
drucchen,drucchet,"V;IMP;PL;PRS",d r u k k e t
haltan,haltan,"V;NFIN",h a l t a n
haltan,haltu,"V;IND;SG;1;PRS",h a l t u
haltan,hialt,"V;IND;SG;1;PST",h i a l t
haltan,haltis,"V;IND;SG;2;PRS",h a l t i s
haltan,hialti,"V;IND;SG;2;PST",h i a l t i
haltan,haltit,"V;IND;SG;3;PRS",h a l t i t
haltan,hialt,"V;IND;SG;3;PST",h i a l t
haltan,haltem,"V;IND;PL;1;PRS",h a l t e m
haltan,haltemes,"V;IND;PL;1;PRS",h a l t e m e s
haltan,hialtum,"V;IND;PL;1;PST",h i a l t u m
haltan,hialtumes,"V;IND;PL;1;PST",h i a l t u m e s
haltan,haltet,"V;IND;PL;2;PRS",h a l t e t
haltan,hialtut,"V;IND;PL;2;PST",h i a l t uː t
haltan,haltant,"V;IND;PL;3;PRS",h a l t a n t
haltan,hialtun,"V;IND;PL;3;PST",h i a l t u n
haltan,halte,"V;SBJV;SG;1;PRS",h a l t e
haltan,hialti,"V;SBJV;SG;1;PST",h i a l t i
haltan,haltes,"V;SBJV;SG;2;PRS",h a l t e s
haltan,hialtis,"V;SBJV;SG;2;PST",h i a l t i s
haltan,halte,"V;SBJV;SG;3;PRS",h a l t e
haltan,hialti,"V;SBJV;SG;3;PST",h i a l t i
haltan,haltem,"V;SBJV;PL;1;PRS",h a l t e m
haltan,haltemes,"V;SBJV;PL;1;PRS",h a l t e m e s
haltan,hialtim,"V;SBJV;PL;1;PST",h i a l t i m
haltan,hialtimes,"V;SBJV;PL;1;PST",h i a l t i m e s
haltan,haltet,"V;SBJV;PL;2;PRS",h a l t e t
haltan,hialtit,"V;SBJV;PL;2;PST",h i a l t i t
haltan,halten,"V;SBJV;PL;3;PRS",h a l t e n
haltan,hialtin,"V;SBJV;PL;3;PST",h i a l t i n
haltan,halt,"V;IMP;SG;PRS",h a l t
haltan,haltet,"V;IMP;PL;PRS",h a l t e t
garawen,garawen,"V;NFIN",ɡ a r a w e n
garawen,garawu,"V;IND;SG;1;PRS",ɡ a r a w u
garawen,garawita,"V;IND;SG;1;PST",ɡ a r a w i t a
garawen,garawis,"V;IND;SG;2;PRS",ɡ a r a w i s
garawen,garawitos,"V;IND;SG;2;PST",ɡ a r a w i t o s
garawen,garawit,"V;IND;SG;3;PRS",ɡ a r a w i t
garawen,garawita,"V;IND;SG;3;PST",ɡ a r a w i t a
garawen,garawem,"V;IND;PL;1;PRS",ɡ a r a w e m
garawen,garawemes,"V;IND;PL;1;PRS",ɡ a r a w e m e s
garawen,garawitum,"V;IND;PL;1;PST",ɡ a r a w i t u m
garawen,garawitumes,"V;IND;PL;1;PST",ɡ a r a w i t u m e s
garawen,garawet,"V;IND;PL;2;PRS",ɡ a r a w e t
garawen,garawitut,"V;IND;PL;2;PST",ɡ a r a w i t uː t
garawen,garawent,"V;IND;PL;3;PRS",ɡ a r a w e n t
garawen,garawitun,"V;IND;PL;3;PST",ɡ a r a w i t u n
garawen,garawe,"V;SBJV;SG;1;PRS",ɡ a r a w e
garawen,garawiti,"V;SBJV;SG;1;PST",ɡ a r a w i t i
garawen,garawes,"V;SBJV;SG;2;PRS",ɡ a r a w e s
garawen,garawitis,"V;SBJV;SG;2;PST",ɡ a r a w i t i s
garawen,garawe,"V;SBJV;SG;3;PRS",ɡ a r a w e
garawen,garawiti,"V;SBJV;SG;3;PST",ɡ a r a w i t i
garawen,garawem,"V;SBJV;PL;1;PRS",ɡ a r a w e m
garawen,garawemes,"V;SBJV;PL;1;PRS",ɡ a r a w e m e s
garawen,garawitim,"V;SBJV;PL;1;PST",ɡ a r a w i t i m
garawen,garawitimes,"V;SBJV;PL;1;PST",ɡ a r a w i t i m e s
garawen,garawet,"V;SBJV;PL;2;PRS",ɡ a r a w e t
garawen,garawitit,"V;SBJV;PL;2;PST",ɡ a r a w i t i t
garawen,garawen,"V;SBJV;PL;3;PRS",ɡ a r a w e n
garawen,garawitin,"V;SBJV;PL;3;PST",ɡ a r a w i t i n
garawen,garawi,"V;IMP;SG;PRS",ɡ a r a w i
garawen,garawet,"V;IMP;PL;PRS",ɡ a r a w e t
fogalōn,fogalōn,"V;NFIN",f o ɡ a l oː n
fogalōn,fogalom,"V;IND;SG;1;PRS",f o ɡ a l o m
fogalōn,fogalota,"V;IND;SG;1;PST",f o ɡ a l o t a
fogalōn,fogalos,"V;IND;SG;2;PRS",f o ɡ a l o s
fogalōn,fogalotos,"V;IND;SG;2;PST",f o ɡ a l o t o s
fogalōn,fogalot,"V;IND;SG;3;PRS",f o ɡ a l o t
fogalōn,fogalota,"V;IND;SG;3;PST",f o ɡ a l o t a
fogalōn,fogalom,"V;IND;PL;1;PRS",f o ɡ a l o m
fogalōn,fogalomes,"V;IND;PL;1;PRS",f o ɡ a l o m e s
fogalōn,fogalotum,"V;IND;PL;1;PST",f o ɡ a l oː t u m
fogalōn,fogalotumes,"V;IND;PL;1;PST",f o ɡ a l o t u m e s
fogalōn,fogalot,"V;IND;PL;2;PRS",f o ɡ a l o t
fogalōn,fogalotut,"V;IND;PL;2;PST",f o ɡ a l o t uː t
fogalōn,fogalont,"V;IND;PL;3;PRS",f o ɡ a l o n t
fogalōn,fogalotun,"V;IND;PL;3;PST",f o ɡ a l o t u n
fogalōn,fogalo,"V;SBJV;SG;1;PRS",f o ɡ a l o
fogalōn,fogaloti,"V;SBJV;SG;1;PST",f o ɡ a l o t i
fogalōn,fogalos,"V;SBJV;SG;2;PRS",f o ɡ a l o s
fogalōn,fogalotis,"V;SBJV;SG;2;PST",f o ɡ a l o t i s
fogalōn,fogalo,"V;SBJV;SG;3;PRS",f o ɡ a l o
fogalōn,fogaloti,"V;SBJV;SG;3;PST",f o ɡ a l o t i
fogalōn,fogalom,"V;SBJV;PL;1;PRS",f o ɡ a l o m
fogalōn,fogalomes,"V;SBJV;PL;1;PRS",f o ɡ a l o m e s
fogalōn,fogalotim,"V;SBJV;PL;1;PST",f o ɡ a l o t i m
fogalōn,fogalotimes,"V;SBJV;PL;1;PST",f o ɡ a l o t i m e s
fogalōn,fogalot,"V;SBJV;PL;2;PRS",f o ɡ a l o t
fogalōn,fogalotit,"V;SBJV;PL;2;PST",f o ɡ a l o t i t
fogalōn,fogalon,"V;SBJV;PL;3;PRS",f o ɡ a l o n
fogalōn,fogalotin,"V;SBJV;PL;3;PST",f o ɡ a l o t i n
fogalōn,fogalo,"V;IMP;SG;PRS",f o ɡ a l o
fogalōn,fogalot,"V;IMP;PL;PRS",f o ɡ a l o t
sellen,sellen,"V;NFIN",s e l l e n
sellen,sellu,"V;IND;SG;1;PRS",s e l l u
sellen,salta,"V;IND;SG;1;PST",s̠ a l t a
sellen,selis,"V;IND;SG;2;PRS",s e l i s
sellen,saltos,"V;IND;SG;2;PST",s̠ a l t o s
sellen,selit,"V;IND;SG;3;PRS",s e l i t
sellen,salta,"V;IND;SG;3;PST",s̠ a l t a
sellen,sellem,"V;IND;PL;1;PRS",s e l l e m
sellen,sellemes,"V;IND;PL;1;PRS",s e l l e m e s
sellen,saltum,"V;IND;PL;1;PST",s̠ a l t u m
sellen,saltumes,"V;IND;PL;1;PST",s̠ a l t u m e s
sellen,sellet,"V;IND;PL;2;PRS",s e l l e t
sellen,saltut,"V;IND;PL;2;PST",s̠ a l t uː t
sellen,sellent,"V;IND;PL;3;PRS",s e l l e n t
sellen,saltun,"V;IND;PL;3;PST",s̠ a l t uː n
sellen,selle,"V;SBJV;SG;1;PRS",s e l l e
sellen,salti,"V;SBJV;SG;1;PST",s̠ a l t i
sellen,selles,"V;SBJV;SG;2;PRS",s e l l e s
sellen,saltis,"V;SBJV;SG;2;PST",s̠ a l t i s
sellen,selle,"V;SBJV;SG;3;PRS",s e l l e
sellen,salti,"V;SBJV;SG;3;PST",s̠ a l t i
sellen,sellem,"V;SBJV;PL;1;PRS",s e l l e m
sellen,sellemes,"V;SBJV;PL;1;PRS",s e l l e m e s
sellen,saltim,"V;SBJV;PL;1;PST",s̠ a l t i m
sellen,saltimes,"V;SBJV;PL;1;PST",s̠ a l t i m e s
sellen,sellet,"V;SBJV;PL;2;PRS",s e l l e t
sellen,saltit,"V;SBJV;PL;2;PST",s̠ a l t i t
sellen,sellen,"V;SBJV;PL;3;PRS",s e l l e n
sellen,saltin,"V;SBJV;PL;3;PST",s̠ a l t i n
sellen,seli,"V;IMP;SG;PRS",s e l i
sellen,sellet,"V;IMP;PL;PRS",s e l l e t
helfan,helfan,"V;NFIN",h e l f a n
helfan,hilfu,"V;IND;SG;1;PRS",h i l f u
