lemma,form,paradigm_slot,phonemic_form
byahe,nagbyahe pa,"V;PRF+PROG;PST",n a ɡ b j a h e p a
byahe,nagabyahe,"V;PRS",n a ɡ a b j a h e
byahe,nagabyahe,"V;PROG;PRS",n a ɡ a b j a h e
byahe,nagabyahe na,"V;PRF;PRS",n a ɡ a b j a h e n a
byahe,nagabyahe pa,"V;PRF+PROG;PRS",n a ɡ a b j a h e p a
byahe,magabyahe,"V;FUT",m a ɡ a b j a h e
byahe,magabyahe,"V;PROG;FUT",m a ɡ a b j a h e
byahe,magabyahe na,"V;PRF;FUT",m a ɡ a b j a h e n a
byahe,magabyahe pa,"V;PRF+PROG;FUT",m a ɡ a b j a h e p a
hangop/hangpan,hangop,"V;NFIN",h a ŋ o p
hangop/hangpan,nahangpan,"V;PST",n a h a ŋ p a n
hangop/hangpan,ginhangop,"V;PROG;PST",ɡ i n h a ŋ o p
hangop/hangpan,nahangpan na,"V;PRF;PST",n a h a ŋ p a n n a
hangop/hangpan,ginhangpan pa,"V;PRF+PROG;PST",ɡ i n h a ŋ p a n p a ʔ
hangop/hangpan,nahangpan,"V;PRS",n a h a ŋ p a n
hangop/hangpan,ginahangop,"V;PROG;PRS",ɡ i n a h a ŋ o p
hangop/hangpan,nahangpan na,"V;PRF;PRS",n a h a ŋ p a n n a
hangop/hangpan,ginahangop pa,"V;PRF+PROG;PRS",ɡ i n a h a ŋ o p p a
hangop/hangpan,mahangpan,"V;FUT",m a h a ŋ p a n
hangop/hangpan,mahangpan,"V;PROG;FUT",m a h a ŋ p a n
hangop/hangpan,mahangpan na,"V;PRF;FUT",m a h a ŋ p a n n a ʔ
hangop/hangpan,mahangpan pa,"V;PRF+PROG;FUT",m a h a ŋ p a n p a ʔ
gamit,gamit,"V;NFIN",ɡ a m i t
gamit,naggamit,"V;PST",n a ɡ ɡ a m i t
gamit,naggamit,"V;PROG;PST",n a ɡ ɡ a m i t
gamit,naggamit na,"V;PRF;PST",n a ɡ ɡ a m i t n a
gamit,naggamit pa,"V;PRF+PROG;PST",n a ɡ ɡ a m i t p a
gamit,nagagamit,"V;PRS",n a ɡ a ɡ a m i t
gamit,nagagamit,"V;PROG;PRS",n a ɡ a ɡ a m i t
gamit,nagagamit na,"V;PRF;PRS",n a ɡ a ɡ a m i t n a
gamit,nagagamit pa,"V;PRF+PROG;PRS",n a ɡ a ɡ a m i t p a
gamit,magagamit,"V;FUT",m a ɡ a ɡ a m i t
gamit,magagamit,"V;PROG;FUT",m a ɡ a ɡ a m i t
gamit,magagamit na,"V;PRF;FUT",m a ɡ a ɡ a m i t n a
gamit,magagamit pa,"V;PRF+PROG;FUT",m a ɡ a ɡ a m i t p a
hular,hular,"V;NFIN",h u l a ɾ
hular,naghular,"V;PST",n a ɡ h u l a ɾ
hular,naghular,"V;PROG;PST",n a ɡ h u l a ɾ
hular,naghular na,"V;PRF;PST",n a ɡ h u l a ɾ n a
hular,naghular pa,"V;PRF+PROG;PST",n a ɡ h u l a ɾ p a
hular,nagahular,"V;PRS",n a ɡ a h u l a ɾ
hular,nagahular,"V;PROG;PRS",n a ɡ a h u l a ɾ
hular,nagahular na,"V;PRF;PRS",n a ɡ a h u l a ɾ n a
hular,nagahular pa,"V;PRF+PROG;PRS",n a ɡ a h u l a ɾ p a
hular,magahular,"V;FUT",m a ɡ a h u l a ɾ
hular,magahular,"V;PROG;FUT",m a ɡ a h u l a ɾ
hular,magahular na,"V;PRF;FUT",m a ɡ a h u l a ɾ n a
hular,magahular pa,"V;PRF+PROG;FUT",m a ɡ a h u l a ɾ p a
lakat,lakat,"V;NFIN",l a k a t
lakat,naglakat,"V;PST",n a ɡ l a k a t
lakat,naglakat,"V;PROG;PST",n a ɡ l a k a t
lakat,naglakat na,"V;PRF;PST",n a ɡ l a k a t n a
lakat,naglakat pa,"V;PRF+PROG;PST",n a ɡ l a k a t p a
lakat,nagalakat,"V;PRS",n a ɡ a l a k a t
lakat,nagalakat,"V;PROG;PRS",n a ɡ a l a k a t
lakat,nagalakat na,"V;PRF;PRS",n a ɡ a l a k a t n a
lakat,nagalakat pa,"V;PRF+PROG;PRS",n a ɡ a l a k a t p a
lakat,magalakat,"V;FUT",m a ɡ a l a k a t
lakat,magalakat,"V;PROG;FUT",m a ɡ a l a k a t
lakat,magalakat na,"V;PRF;FUT",m a ɡ a l a k a t n a
lakat,magalakat pa,"V;PRF+PROG;FUT",m a ɡ a l a k a t p a
gusto/gustuhan,gusto,"V;NFIN",ɡ u s t o
gusto/gustuhan,nagustuhan,"V;PST",n a ɡ u s t u h a n
gusto/gustuhan,gusto,"V;PRS",ɡ u s t o
tan-aw,tan-aw,"V;NFIN",t a n ʔ a w
tan-aw,nagtan-aw,"V;PST",n a ɡ t a n ʔ a w
tan-aw,nagtan-aw,"V;PROG;PST",n a ɡ t a n ʔ a w
tan-aw,nagtan-aw na,"V;PRF;PST",n a ɡ t a n ʔ a w n a
tan-aw,nagtan-aw pa,"V;PRF+PROG;PST",n a ɡ t a n ʔ a w p a
tan-aw,nagatan-aw,"V;PRS",n a ɡ a t a n ʔ a w
tan-aw,nagatan-aw,"V;PROG;PRS",n a ɡ a t a n ʔ a w
tan-aw,nagatan-aw na,"V;PRF;PRS",n a ɡ a t a n ʔ a w n a
tan-aw,nagatan-aw pa,"V;PRF+PROG;PRS",n a ɡ a t a n ʔ a w p a
tan-aw,magatan-aw,"V;FUT",m a ɡ a t a n ʔ a w
tan-aw,magatan-aw,"V;PROG;FUT",m a ɡ a t a n ʔ a w
tan-aw,magatan-aw na,"V;PRF;FUT",m a ɡ a t a n ʔ a w n a
tan-aw,magatan-aw pa,"V;PRF+PROG;FUT",m a ɡ a t a n ʔ a w p a
daog,daog,"V;NFIN",d a ʔ o ɡ
daog,nag-daog,"V;PST",n a ɡ d a ʔ o ɡ
daog,nag-daog,"V;PROG;PST",n a ɡ d a ʔ o ɡ
daog,nag-daog na,"V;PRF;PST",n a ɡ d a ʔ o ɡ n a
daog,nag-daog pa,"V;PRF+PROG;PST",n a ɡ d a ʔ o ɡ p a
daog,nagadaog,"V;PRS",n a ɡ a d a ʔ o ɡ
daog,nagadaog,"V;PROG;PRS",n a ɡ a d a ʔ o ɡ
daog,nagadaog na,"V;PRF;PRS",n a ɡ a d a ʔ o ɡ n a
daog,nagadaog pa,"V;PRF+PROG;PRS",n a ɡ a d a ʔ o ɡ p a
daog,magadaog,"V;FUT",m a ɡ a d a ʔ o ɡ
daog,magadaog,"V;PROG;FUT",m a ɡ a d a ʔ o ɡ
daog,magadaog na,"V;PRF;FUT",m a ɡ a d a ʔ o ɡ n a
daog,magadaog pa,"V;PRF+PROG;FUT",m a ɡ a d a ʔ o ɡ p a
obra,obra,"V;NFIN",ʔ o b ɾ a
obra,nagobra,"V;PST",n a ɡ o b ɾ a
obra,nagobra,"V;PROG;PST",n a ɡ o b ɾ a
obra,nagobra na,"V;PRF;PST",n a ɡ o b ɾ a n a
obra,nagobra pa,"V;PRF+PROG;PST",n a ɡ o b ɾ a p a
obra,nagaobra,"V;PRS",n a ɡ a ʔ o b ɾ a
obra,nagaobra,"V;PROG;PRS",n a ɡ a ʔ o b ɾ a
obra,nagaobra na,"V;PRF;PRS",n a ɡ a ʔ o b ɾ a n a
obra,nagaobra pa,"V;PRF+PROG;PRS",n a ɡ a ʔ o b ɾ a p a
obra,magaobra,"V;FUT",m a ɡ a ʔ o b ɾ a
obra,magaobra,"V;PROG;FUT",m a ɡ a ʔ o b ɾ a
obra,magaobra na,"V;PRF;FUT",m a ɡ a ʔ o b ɾ a n a
obra,magaobra pa,"V;PRF+PROG;FUT",m a ɡ a ʔ o b ɾ a p a
sulat,sulat,"V;NFIN",s u l a t
sulat,nagsulat,"V;PST",n a ɡ s u l a t
sulat,nagsulat,"V;PROG;PST",n a ɡ s u l a t
sulat,nagsulat na,"V;PRF;PST",n a ɡ s u l a t n a
sulat,nagsulat pa,"V;PRF+PROG;PST",n a ɡ s u l a t p a
sulat,nagasulat,"V;PRS",n a ɡ a s u l a t
sulat,nagasulat,"V;PROG;PRS",n a ɡ a s u l a t
sulat,nagasulat na,"V;PRF;PRS",n a ɡ a s u l a t n a
sulat,nagasulat pa,"V;PRF+PROG;PRS",n a ɡ a s u l a t p a
sulat,magasulat,"V;FUT",m a ɡ a s u l a t
sulat,magasulat,"V;PROG;FUT",m a ɡ a s u l a t
sulat,magasulat na,"V;PRF;FUT",m a ɡ a s u l a t n a
sulat,magasulat pa,V;PRF+PROG;FUT,m a ɡ a s u l a t p a
