iso_639_3,glottocode,language_name,family,macro_area,population_l1,population_source,population_scope,l2_proportion,vehicularity,div_bordering_languages,area_km2,altitude_range,roughness,eco_imputed,latitude,longitude
dei,demi1242,Demisa,Geelvink Bay,Papunesia,400.0,Bromham,dei,,0,8.0,1834.533076,1179.54332,6.396161437,False,-2.54564,136.694
wor,wori1246,Woria,Geelvink Bay,Papunesia,5.0,Bromham,wor,,0,4.0,309.8216872,833.0767212,6.126469135,False,-2.37997,136.519
bvz,bauz1241,Bauzi,Geelvink Bay,Papunesia,1500.0,Bromham,bvz,0.0,0,17.0,8408.706803,573.8927612,5.544532776,False,-2.44717,137.629
zme,mang1382,Mangerr,Giimbiyu,Australia,,,,,0,1.0,1533.770556,169.3298397,4.232854426,False,-12.2391,132.973
agr,agua1253,Aguaruna,Chicham,South America,38300.0,Bromham,agr,0.0,0,5.0,33309.92448,2402.681641,6.997346878,False,-5.30044,-77.9218
had,hata1243,Hatam,Hatam-Mansim,Papunesia,16000.0,Bromham,had,0.0,0,2.0,1096.505571,690.2702484,6.602007151,False,-1.13531,134.037
kec,keig1242,Keiga,Kadugli-Krongo,Africa,6070.0,Bromham,kec,,0,4.0,824.4505356,306.5653992,4.566905975,False,11.2064,29.3889
dim,dime1235,Dime,South Omotic,Africa,570.0,Bromham,dim,0.481818169,0,4.0,814.7191397,1306.354279,6.304843664,False,6.20951,36.3329
zkt,kita1247,Kitan,Mongolic,Eurasia,,,,,0,6.0,37717.323495,886.7360229,5.830309868,True,44.3773,115.986
mpc,mang1381,Mangarrayi,Mangarrayi-Maran,Australia,12.0,Bromham,mpc,0.0,0,6.0,6976.585695,223.9858856,4.369115353,False,-14.7982,133.803
wny,wany1247,Wanyi,Garrwan,Australia,,,,,0,3.0,14489.241175,190.5282288,4.375536919,True,-18.6529,137.608
wrk,gara1269,Garrwa,Garrwan,Australia,,,,,0,3.0,14489.241175,190.5282288,4.375536919,True,-17.4504,137.72014
nir,nucl1633,Nimboran,Nimboranic,Papunesia,2000.0,Bromham,nir,0.0,0,6.0,360.3535746,1018.881248,6.221927762,False,-2.5803,140.179
yuk,yuki1243,Northern Yukian,Yuki-Wappo,North America,1200.0,Bromham,yuk,,0,3.0,1642.04679,1175.93335,6.383811235,False,39.8389,-123.296
wao,wapp1239,Wappo,Yuki-Wappo,North America,53.0,Bromham,wao,,0,6.0,3303.138821,858.0240421,6.068645597,False,38.25,-122.5
xhu,hurr1240,Hurrian,Hurro-Urartian,Eurasia,,,,,0,4.0,1708.316881,849.58483885,5.967473507,True,40.7339,43.3154
xur,urar1245,Urartian,Hurro-Urartian,Eurasia,,,,,0,4.0,1708.316881,849.58483885,5.967473507,True,35.0333,44.3833
pef,nort2967,Northeastern Russian River Pomo,Pomoan,North America,,,,,0,4.0,2921.367233,1343.893494,6.361232519,False,39.2894,-122.509
pom,sout2982,Southeastern Pomo,Pomoan,North America,5.0,Koplenig,pom,0.0,0,2.0,19.30670798,1123.499023,6.330414295,True,38.9354,-122.599
tms,tima1241,Tima,Katla-Tima,Africa,,,,,0,1.0,14.02061814,194.3443298,4.087134123,False,11.7176,29.1632
noa,woun1238,Woun Meu,Chocoan,South America,10800.0,Bromham,noa,0.0,0,6.0,13660.18335,2546.990601,6.873320818,False,8.5,-78.0
aqm,atoh1238,Atohwaim,Kayagaric,Papunesia,1000.0,Bromham,aqm,,0,3.0,348.8276071,582.7323101,3.482729435,False,-6.27123,138.666
goe,gong1251,Gongduk,Sino-Tibetan,Eurasia,2000.0,Bromham,goe,,0,1.0,19.06995918,2595.684082,6.736559391,False,27.066,91.1686
ole,olek1239,Olekha,Sino-Tibetan,Eurasia,500.0,Bromham,ole,,0,2.0,22.87631219,2472.864075,6.403575182,False,27.2079,90.5546
ner,yaha1248,Yahadian,Konda-Yahadian,Papunesia,500.0,Bromham,ner,,0,3.0,317.0879528,748.3078003,5.628991604,False,-1.94317,132.096
knd,kond1303,Yaben (Konda),Konda-Yahadian,Papunesia,500.0,Bromham,knd,,0,4.0,1130.900107,748.3078003,5.628991604,False,-1.82635,132.06
oon,onge1236,Önge,Jarawa-Onge,Eurasia,94.0,Bromham,oon,0.0,0,1.0,703.0912501,60.05496216,3.709061384,False,10.6926,92.4707
anq,jara1245,Jarawa (India),Jarawa-Onge,Eurasia,250.0,Bromham,anq,0.0,0,1.0,894.8844314,67.76947403,3.996647477,False,11.6089,92.658
pua,west2631,Western Highland Purepecha,Tarascan,North America,135000.0,Bromham,pua,0.0,0,2.0,7978.680174,1371.843353,6.542906046,False,19.5392,-102.154
tsz,pure1242,Purepecha,Tarascan,North America,40000.0,Bromham,tsz,0.0,0,2.0,2963.868543,1478.244781,6.45381856,False,19.2467,-101.631
ury,orya1242,Orya,Tor-Orya,Papunesia,1600.0,Bromham,ury,0.0,0,13.0,3436.988115,1028.864594,6.261529128,False,-2.76483,139.89
pay,pech1241,Pech,Chibchan,North America,990.0,Bromham,pay,0.0,0,3.0,1254.983511,519.270813,6.023757696,False,15.8033,-85.558
xla,kamu1260,Kamula,Kamula-Elevala,Papunesia,800.0,Bromham,xla,0.0,0,7.0,6453.08759,602.1079865,4.109507084,False,-7.28798,142.639
knm,kana1291,Katukína-Kanamarí,Katukinan,South America,1330.0,Bromham,knm,0.0,0,3.0,17497.42089,66.34290218,3.381824672,False,-6.45399,-68.7678
xat,kata1270,Katawixi,Katukinan,South America,10.0,Bromham,xat,,0,1.0,457.3109996,40.19080734,2.87420857,False,-7.25015,-64.8319
kjq,west2632,Western Keres,Keresan,North America,3990.0,Bromham,kjq,0.0,0,2.0,2018.26983,753.637085,6.119211197,False,34.9733,-107.517
kee,east1472,Eastern Keres,Keresan,North America,6680.0,Bromham,kee,0.0,0,2.0,1073.708785,1208.314453,6.222305298,False,35.5216,-106.453
tli,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,North America,630.0,Bromham,tli,0.0,0,2.0,7368.034003,1534.702148,6.372180939,False,59.4447,-135.29
aja,ajas1235,Aja (South Sudan),Kresh-Aja,Africa,200.0,Bromham,aja,0.0,0,3.0,222.9366369,259.4382782,4.443122705,False,8.58003,25.6122
opy,ofay1240,Ofayé,Nuclear-Macro-Je,South America,2.0,Bromham,opy,,0,1.0,494.3477226,209.8221893,4.436283231,False,-22.278,-53.7227
kpj,kara1500,Karajá,Nuclear-Macro-Je,South America,2670.0,Bromham,kpj,0.0,0,1.0,6289.798755,165.5019226,3.803627014,False,-11.1881,-50.3492
rkb,rikb1245,Rikbaktsa,Nuclear-Macro-Je,South America,40.0,Bromham,rkb,0.0,0,2.0,4981.42185,197.9396515,4.286525249,False,-11.1887,-58.1942
pwi,patw1250,Patwin,Wintuan,North America,,,,,0,2.0,484.4315687,1233.284134,6.361232519,True,39.2143,-122.0094
wit,wint1259,Wintu,Wintuan,North America,,,,,0,2.0,484.4315687,1233.284134,6.361232519,True,39.7176,-122.445
wmo,womp1235,Wom (Papua New Guinea),Nuclear Torricelli,Papunesia,4260.0,Bromham,wmo,,0,5.0,70.98203544,608.9898071,5.62084341,False,-3.5332,142.87
uri,urim1252,Urim,Nuclear Torricelli,Papunesia,3740.0,Bromham,uri,,0,8.0,193.325199,608.9898071,5.62084341,False,-3.58018,142.653
bey,beli1258,Beli (Papua New Guinea),Nuclear Torricelli,Papunesia,2200.0,Bromham,bey,,0,4.0,111.7343051,798.9605103,5.861983538,False,-3.67881,142.34
lkl,laek1243,Laeko-Libuat,Nuclear Torricelli,Papunesia,720.0,Bromham,lkl,,0,2.0,32.75899675,798.9605103,5.861983538,False,-3.69618,142.237
byl,bayo1260,Bayono,Bayono-Awbono,Papunesia,100.0,Bromham,byl,,0,4.0,704.1405682,1866.431763,4.598676682,False,-5.21728,139.617
awh,awbo1238,Awbono,Bayono-Awbono,Papunesia,100.0,Bromham,awh,,0,6.0,531.3219459,2090.648254,5.728715658,False,-5.05875,139.724
cbv,cacu1241,Kakua,Kakua-Nukak,South America,400.0,Bromham,cbv,0.0,0,3.0,300.3979839,76.08055496,3.491845965,False,0.88778,-69.5659
mbr,nuka1242,Nukak Makú,Kakua-Nukak,South America,700.0,Bromham,mbr,,0,1.0,1565.742999,71.46427345,3.694317102,False,2.65939,-71.4629
gup,gunw1252,Bininj Kun-Wok,Gunwinyguan,Australia,1220.0,Bromham,gup,0.0,0,13.0,9989.485767,169.3298397,4.232854426,False,-12.3398,133.358
ngk,ngal1292,Ngalkbun,Gunwinyguan,Australia,11.0,Bromham,ngk,0.0,0,8.0,15681.92496,266.0195999,4.562805414,False,-13.9783,133.936
wlg,kunb1251,Kunbarlang,Gunwinyguan,Australia,16.0,Bromham,wlg,0.0,0,4.0,1723.531393,185.8215046,4.544746637,False,-11.9133,133.723
miq,misk1235,Mískito,Misumalpan,North America,183000.0,Bromham,miq,,1,6.0,17791.88849,187.738739,4.427905083,False,15.1576,-84.2942
lbz,lard1243,Lardil,Tangkic,Australia,54.0,Bromham,lbz,0.0,0,1.0,1085.92116,46.64881897,3.449180841,False,-16.56152,139.4343
mik,mika1239,Mikasuki,Muskogean,North America,190.0,Bromham,mik,0.0,0,1.0,450.9315359,13.36879969,2.007593215,False,26.08142,-80.90847
mus,cree1270,Creek,Muskogean,North America,4000.0,Bromham,mus,0.0,0,1.0,594.2210249,19.63210654,2.38174805,False,31.0,-87.5
jje,jeju1234,Jejueo,Koreanic,Eurasia,,,,,0,4.0,401142.4513,1121.035278,6.345232964,True,33.3805,126.5554
kor,kore1280,Korean,Koreanic,Eurasia,74452400.0,Bromham,kor,,1,4.0,401142.4513,1121.035278,6.345232964,False,37.5,128.0
guo,guay1257,Guayabero,Guahiboan,South America,1000.0,Bromham,guo,0.0,0,2.0,5929.943983,566.4966021,4.064431787,False,2.8969,-71.844
kpn,kepk1241,Kepkiriwát,Tupian,South America,,,,,0,1.0,6656.47887,277.6196035,4.599690596,False,-11.663,-61.246
atw,atsu1245,Atsugewi,Palaihnihan,North America,3.0,Koplenig,atw,0.0,0,1.0,6.83415869,989.4763489,6.111812353,True,40.4271,-120.661
acv,achu1247,Achumawi,Palaihnihan,North America,10.0,Bromham,acv,0.0,0,1.0,632.0299609,989.4763489,6.111812353,False,41.0979,-121.191
chr,cher1273,Cherokee,Iroquoian,North America,10400.0,Bromham,chr,0.0,0,2.0,1915.39043,641.1152725,5.187196493,False,35.4664,-83.163
mze,mora1273,Morawa,Mailuan,Papunesia,1100.0,Bromham,mze,,0,4.0,197.6755575,1126.683517,6.858831644,False,-10.1321,148.671
luf,laua1245,Laua,Mailuan,Papunesia,,,,,0,4.0,325.4025952,1126.683517,6.858831644,True,-10.16145,149.25747
dof,domu1245,Domu,Mailuan,Papunesia,950.0,Bromham,dof,,0,3.0,108.9180234,1126.683517,6.858831644,False,-10.151,148.45
mgu,mail1248,Mailu,Mailuan,Papunesia,8500.0,Bromham,mgu,0.0,0,8.0,601.3354169,925.5508041,6.496482968,False,-10.3657,149.521
bbf,baib1251,Baibai,Baibai-Fas,Papunesia,340.0,Bromham,bbf,,0,4.0,273.878993,988.9312134,6.103123665,False,-3.42672,141.345
fqs,fass1245,Momu-Fas,Baibai-Fas,Papunesia,2500.0,Bromham,fqs,0.0,0,5.0,2004.716261,589.8666229,6.021802902,False,-3.10868,141.64
mhq,mand1446,Mandan,Siouan,North America,10.0,Bromham,mhq,0.0,0,3.0,144.5390389,252.113903,4.576221585,False,47.6631,-102.376
gni,goon1238,Gooniyandi,Bunaban,Australia,410.0,Bromham,gni,0.0,0,5.0,5706.894673,256.4035721,4.476154566,False,-18.4073,126.351
bck,buna1275,Bunaba,Bunaban,Australia,110.0,Bromham,bck,0.0,0,4.0,4677.915571,293.1536446,4.735755086,False,-17.8297,125.631
kgv,kara1499,Kalamang,West Bomberai,Papunesia,240.0,Bromham,kgv,,0,0.0,52.12086865,297.850647,5.96018219,False,-3.47037,132.678
kyx,rapo1238,Rapoisi,North Bougainville,Papunesia,3500.0,Bromham,kyx,0.0,0,4.0,412.549808,529.6743622,6.531032801,False,-5.78724,154.834
kjx,ramo1245,Ramopa,North Bougainville,Papunesia,1000.0,Bromham,kjx,,0,2.0,497.0753165,432.172699,6.399749279,False,-5.97015,154.9
ayz,maib1239,Maybrat,Maybratic,Papunesia,20000.0,Bromham,ayz,0.0,0,11.0,8377.771006,649.7730103,6.012153625,False,-1.3679,132.591
kgw,karo1303,Karon Dori,Maybratic,Papunesia,,,,,0,11.0,8377.771006,649.7730103,6.012153625,True,-0.7871,132.663
mnu,merr1239,Mer,Mairasic,Papunesia,85.0,Bromham,mnu,,0,8.0,3742.556584,1147.51413,6.525902271,False,-3.3828,134.731
etz,semi1264,Semimi,Mairasic,Papunesia,1000.0,Bromham,etz,,0,3.0,2398.312818,740.1288452,5.99274826,False,-3.71553,134.454
zrs,nucl1594,Mairasi,Mairasic,Papunesia,3300.0,Bromham,zrs,0.0,0,6.0,5179.394183,740.1288452,5.99274826,False,-3.4511,134.071
umo,umot1240,Umotína,Bororoan,South America,125.0,Bromham,umo,,0,1.0,27549.39558,360.8315023,4.677702983,False,-15.5929,-57.4192
srl,isir1237,Isirawa,Greater Kwerba,Papunesia,1800.0,Bromham,srl,,0,4.0,794.3147465,577.4098816,5.764941692,False,-1.88775,138.595
mso,nucl1452,Mombum,Mombum-Koneraw,Papunesia,250.0,Bromham,mso,0.0,0,0.0,712.6528186,12.60453856,2.142769158,False,-8.27141,138.773
kdw,kone1241,Koneraw,Mombum-Koneraw,Papunesia,1200.0,Bromham,kdw,,0,1.0,131.9451271,4.435202837,1.807658434,False,-8.37424,138.0675
jng,yang1288,Yangman,Yangmanic,Australia,50.0,Bromham,jng,,0,2.0,10060.82595,243.2092133,4.308718681,False,-14.4964,132.52
dgn,dago1245,Dagoman,Yangmanic,Australia,,,,,0,2.0,12037.6928,202.6910477,4.08217752,False,-15.764,132.379
wrr,ward1246,Wardaman,Yangmanic,Australia,84.0,Bromham,wrr,0.0,0,5.0,20994.36553,190.073864,4.079694271,False,-15.4155,132.604
boa,bora1263,Bora,Boran,South America,2430.0,Bromham,boa,0.0,0,4.0,4070.544925,56.36672878,3.373973191,False,-2.91467,-68.9093
bmr,muin1242,Muinane,Boran,South America,150.0,Bromham,bmr,0.0,0,4.0,2688.380232,78.08044338,3.605619252,False,-0.8652,-72.4249
dmy,demt1241,Demta,Sentanic,Papunesia,1300.0,Bromham,dmy,,0,4.0,101.5314402,1018.881248,6.221927762,False,-2.38475,140.166
onj,onjo1240,Onjob,Dagan,Papunesia,150.0,Bromham,onj,,0,1.0,14.94943797,1320.206238,6.554695368,False,-9.31824,149.121
gdn,uman1240,Umanakaina,Dagan,Papunesia,2400.0,Bromham,gdn,0.0,0,6.0,497.4429999,925.5508041,6.496482968,False,-9.89671,149.658
trh,tura1265,Turaka,Dagan,Papunesia,25.0,Bromham,trh,,0,2.0,8.279335397,925.5508041,6.496482968,False,-9.83576,149.567
bon,bine1240,Bine,Eastern Trans-Fly,Papunesia,2000.0,Bromham,bon,0.0,0,4.0,562.9566491,41.55844879,3.171231508,False,-9.08879,142.893
vmv,vall1252,Valley Maidu,Maiduan,North America,,,,,0,2.0,7246.769214,1518.400146,6.431855679,False,39.8078,-121.191
nmu,nort2952,Northeast Maidu,Maiduan,North America,1.0,Bromham,nmu,0.0,0,1.0,14.13044872,1253.938248,6.271834016,False,40.4102,-120.645
mjd,nort2951,Northwest Maidu,Maiduan,North America,3.0,Bromham,mjd,0.0,0,1.0,263.933825,1564.287964,6.392050743,False,39.6721,-121.368
nsz,nise1244,Nisenan,Maiduan,North America,1.0,Koplenig,nsz,0.0,0,1.0,263.933825,1518.400146,6.392050743,True,38.047,-120.393
kbv,dera1245,Dera (Indonesia),Senagi,Papunesia,1690.0,Bromham,kbv,0.0,0,6.0,459.1034494,988.9312134,6.103123665,False,-3.52309,140.947
agg,ango1254,Angor,Senagi,Papunesia,1270.0,Bromham,agg,0.0,0,4.0,219.4425312,988.9312134,6.103123665,False,-3.7167,141.199
prr,puri1262,Puri,Puri-Coroado,South America,,,,,0,3.0,91778.7211,667.2374268,5.329568863,False,-22.175627,-44.711336
dtn,daat1234,Daats'iin,Gumuz,Africa,,,,,0,6.0,37061.81877,1171.118622,6.153535128,True,11.5284,35.2226
xpz,brun1235,Bruny Island,South-Eastern Tasmanian,Australia,,,,,0,3.0,14489.241175,190.5282288,4.375536919,True,-43.373112,147.247925
xpf,sout1439,South-Eastern-Tasmanian-Hinterland,South-Eastern Tasmanian,Australia,,,,,0,3.0,14489.241175,190.5282288,4.375536919,True,-42.988576,146.885376
tuh,taul1251,Taulil,Taulil-Butam,Papunesia,2000.0,Bromham,tuh,,0,3.0,11.221441,607.9211121,6.586853743,False,-4.44425,152.095
ceg,cham1315,Chamacoco,Zamucoan,South America,1600.0,Bromham,ceg,0.0,0,5.0,7614.220079,150.2214661,3.136214018,False,-20.5899,-58.2005
jeb,jebe1250,Jebero,Cahuapanan,South America,2500.0,Bromham,jeb,0.0,0,1.0,811.5534902,1344.450684,5.539212227,False,-5.40317,-76.4103
cbt,chay1248,Shawi,Cahuapanan,South America,7870.0,Bromham,cbt,0.0,0,2.0,7219.269852,1344.450684,5.539212227,False,-5.63764,-76.8252
msw,mans1259,Mansoanka,Atlantic-Congo,Africa,15500.0,Bromham,msw,,0,1.0,60.42413591,47.58051682,3.105365753,False,12.8218,-15.9202
gol,gola1255,Gola,Atlantic-Congo,Africa,107300.0,Bromham,gol,0.0,0,7.0,8511.060439,372.8081665,4.633825302,False,7.06193,-10.8138
jig,djin1251,Jingulu,Mirndi,Australia,52.0,Bromham,jig,0.0,0,3.0,8803.208519,138.6578013,3.845099767,False,-17.165,133.659
kyl,kala1400,Central Kalapuya,Kalapuyan,North America,,,,,0,2.0,484.4315687,1233.284134,6.361232519,True,44.9861,-123.925
sxk,yonc1234,Yoncalla,Kalapuyan,North America,,,,,0,2.0,484.4315687,1233.284134,6.361232519,True,43.568,-123.466
nrt,tual1242,Tualatin-Yamhill,Kalapuyan,North America,,,,,0,2.0,484.4315687,1233.284134,6.361232519,True,45.327,-122.955
mwp,kala1377,Kala Lagaw Ya,Pama-Nyungan,Papunesia,1210.0,Bromham,mwp,0.0,0,0.0,810.9984857,75.97362518,3.983069658,False,-10.6748,142.196
wgy,warr1255,Warrgamay,Pama-Nyungan,Australia,3.0,Bromham,wgy,0.0,0,1.0,586.0131253,582.1906433,5.625812292,False,-18.5468,146.179
dbl,dyir1250,Dyirbal,Pama-Nyungan,Australia,29.0,Bromham,dbl,0.0,0,1.0,2715.966689,566.4544144,5.779281735,False,-17.4516,145.544
ung,ngar1284,Ngarinyin,Worrorran,Australia,57.0,Bromham,ung,0.0,0,4.0,58838.21727,329.903717,4.995355606,False,-16.4006,126.433
aog,ango1255,Angoram,Lower Sepik-Ramu,Papunesia,8220.0,Bromham,aog,,0,5.0,1238.624282,753.1196289,5.36567688,False,-4.07758,144.028
can,cham1313,Chambri,Lower Sepik-Ramu,Papunesia,1700.0,Bromham,can,0.0,0,2.0,180.0304333,1519.695343,6.334013462,False,-4.27831,143.097
amt,amto1250,Amto,Amto-Musan,Papunesia,300.0,Bromham,amt,,0,2.0,171.6983291,988.9312134,6.103123665,False,-4.12165,141.339
mmp,siaw1243,Siawi,Amto-Musan,Papunesia,220.0,Bromham,mmp,,0,2.0,84.6577592,988.9312134,6.103123665,False,-4.05312,141.42
kup,kuni1267,Kunimaipa,Goilalan,Papunesia,8200.0,Bromham,kup,0.0,0,5.0,2437.819282,1833.379211,7.185129404,False,-8.09371,146.908
big,bian1252,Biangai,Goilalan,Papunesia,1400.0,Bromham,big,0.0,0,3.0,606.7514358,1774.098022,7.179609299,False,-7.33882,146.765
agl,femb1238,Fembe,East Strickland,Papunesia,350.0,Bromham,agl,,0,5.0,567.1146596,2471.141968,6.605589628,False,-5.71596,142.254
kkc,odoo1238,Odoodee,East Strickland,Papunesia,490.0,Bromham,kkc,0.0,0,7.0,2700.337679,1536.624977,5.357548356,False,-6.59222,142.486
kxw,kona1242,Konai,East Strickland,Papunesia,600.0,Bromham,kxw,,0,6.0,362.7617376,2471.141968,6.605589628,False,-5.66011,142.069
xmu,kamu1258,Kamu,Eastern Daly,Australia,,,,,0,1.0,4255.88953,215.6945076,4.435389638,False,-13.5393,131.098
zml,madn1237,Madngele,Eastern Daly,Australia,15.0,Bromham,zml,0.0,0,3.0,794.7063862,185.4514236,4.499478102,False,-13.9479,130.6
mqs,west2600,West Makian,North Halmahera,Papunesia,12000.0,Bromham,mqs,0.0,0,4.0,280.5336452,268.3045845,5.856052995,False,0.45332,127.63
myf,bamb1262,Bambassi,Blue Nile Mao,Africa,5000.0,Bromham,myf,,0,3.0,2009.547333,1137.494904,6.053794384,False,9.82554,34.6522
qwc,clas1251,Classical Quechua,Quechuan,South America,,,,,0,4.0,5549.6280365,3181.7698615,7.16595006,True,-9.99999,-76.5
kwo,nucl1593,Kwomtari,Kwomtari-Nai,Papunesia,600.0,Bromham,kwo,0.0,0,3.0,442.387856,988.9312134,6.103123665,False,-3.50718,141.488
bio,naii1241,Nai,Kwomtari-Nai,Papunesia,750.0,Bromham,bio,0.0,0,2.0,139.1870344,988.9312134,6.103123665,False,-3.73034,141.273
tmd,haru1245,Haruai,Piawi,Papunesia,2000.0,Bromham,tmd,0.0,0,3.0,231.1254453,1938.298808,6.363640467,False,-5.09522,144.3375
pnn,pina1252,Pinai-Hagahai,Piawi,Papunesia,600.0,Bromham,pnn,,0,5.0,786.1582161,1605.971558,6.177941203,False,-5.12624,144.137
woa,tyar1236,Tyaraity,Northern Daly,Australia,,,,,0,3.0,3880.000871,134.143692,4.120710373,True,-12.4868,130.676
mpb,mull1237,Mullukmulluk,Northern Daly,Australia,33.0,Bromham,mpb,0.0,0,3.0,3880.000871,134.143692,4.120710373,False,-13.2973,130.615
niv,gily1242,Amur Nivkh,Nivkh,Eurasia,200.0,Bromham,niv,0.0,0,2.0,8086.031241,407.4892731,5.391797543,False,52.59,140.681
bzf,boik1241,Boikin,Ndu,Papunesia,31300.0,Bromham,bzf,0.0,0,10.0,2249.271638,608.9898071,5.62084341,False,-3.68297,143.474
nud,ngal1300,Ngala,Ndu,Papunesia,180.0,Bromham,nud,,0,1.0,69.03816341,1635.051239,6.233786583,False,-4.26628,142.5
obi,obis1242,Obispeño,Chumashan,North America,,,,,0,3.0,55.08500313,966.4089355,6.479181767,False,35.2873,-120.669
ikx,ikkk1242,Ik,Kuliak,Africa,7500.0,Bromham,ikx,0.0,0,2.0,829.1029468,1006.339691,5.828301907,False,3.61407,34.2507
she,shek1245,Sheko,Dizoid,Africa,38400.0,Bromham,she,,0,6.0,1971.05169,1593.135986,6.235617161,False,7.05022,35.2826
noz,nayi1243,Nayi,Dizoid,Africa,7190.0,Bromham,noz,,0,4.0,795.8374729,1420.626587,6.424757957,False,6.88202,36.3813
mdx,dizi1235,Dizin,Dizoid,Africa,33900.0,Bromham,mdx,0.057023644,0,3.0,2109.086981,1306.354279,6.304843664,False,6.1405,35.5763
tow,jeme1245,Towa,Kiowa-Tanoan,North America,1790.0,Bromham,tow,0.0,0,2.0,128.03755,1208.314453,6.222305298,False,35.5994,-106.766
kio,kiow1266,Kiowa,Kiowa-Tanoan,North America,400.0,Bromham,kio,0.0,0,1.0,149.6187513,378.0822601,4.595106602,False,34.9403,-98.9042
teq,nucl1339,Temein,Temeinic,Africa,13000.0,Bromham,teq,0.0,0,2.0,74.11127539,246.8576584,4.508156061,False,11.8275,29.3898
keg,tese1238,Tese,Temeinic,Africa,1400.0,Bromham,keg,,0,4.0,96.49080581,306.5653992,4.566905975,False,11.3885,29.5803
amg,amar1271,Amurdak,Iwaidjan Proper,Australia,1.0,Bromham,amg,,0,3.0,1001.303899,169.3298397,4.232854426,False,-11.9876,132.878
mph,maun1240,Mawng,Iwaidjan Proper,Australia,260.0,Bromham,mph,0.0,0,4.0,762.2335513,169.3298397,4.232854426,False,-11.8393,133.185
huc,hoaa1235,Amkoe,Kxa,Africa,200.0,Bromham,huc,,0,3.0,14989.9048,243.7196808,4.334734678,False,-23.93447,24.69828
hug,huac1244,Huachipaeri,Harakmbut,South America,310.0,Bromham,hug,,0,2.0,999.2038666,3165.607666,6.679562569,False,-13.31951,-71.22749
amr,amar1274,Amarakaeri,Harakmbut,South America,500.0,Bromham,amr,0.0,0,1.0,3426.345364,2081.6091,5.883772135,False,-12.4931,-70.5533
tca,ticu1245,Ticuna,Ticuna-Yuri,South America,47200.0,Bromham,tca,0.0,0,6.0,33965.56323,70.31346893,3.66943717,False,-3.66289,-69.8723
afp,tape1242,Tapei,Arafundi,Papunesia,290.0,Bromham,afp,,0,3.0,87.1993658,1605.971558,6.177941203,False,-4.77763,143.337
afk,nanu1240,Nanubae-Imangae,Arafundi,Papunesia,1270.0,Bromham,afk,,0,4.0,144.5057981,1605.971558,6.177941203,False,-4.71731,143.937
afd,anda1283,Andai,Arafundi,Papunesia,400.0,Bromham,afd,,0,1.0,555.9396543,1842.21226,6.533751488,False,-4.96449,143.637
agm,anga1290,Angaataha,Angan,Papunesia,2100.0,Bromham,agm,0.0,0,7.0,536.0158622,1774.098022,7.179609299,False,-7.15012,146.352
blc,bell1243,Bella Coola,Salishan,North America,20.0,Bromham,blc,0.0,0,1.0,45.83758216,1263.546631,6.450816631,False,52.3448,-126.689
wux,wuln1239,Wulna,Limilngan-Wulna,Australia,1.0,Bromham,wux,,0,7.0,2429.444304,120.5952034,3.926427603,False,-12.3022,131.261
lmc,nucl1327,Limilngan,Limilngan-Wulna,Australia,,,,,0,5.0,3360.8728,146.6066806,3.987544934,False,-12.4294,131.845
tag,tago1246,Tagoi,Rashad,Africa,13000.0,Bromham,tag,,0,2.0,1207.62251,282.9220238,4.418931842,False,12.0346,30.9306
ras,tega1236,Tegali,Rashad,Africa,35700.0,Bromham,ras,0.0,0,2.0,1336.765049,318.9863892,4.329707623,False,11.9523,31.1112
cad,cadd1256,Caddo,Caddoan,North America,25.0,Bromham,cad,,0,1.0,39.20177049,252.8580627,4.292620659,False,35.1826,-98.2634
tbi,gaam1241,Gaam,Eastern Jebel,Africa,67200.0,Bromham,tbi,0.0,0,1.0,930.4879375,421.2042542,4.47379607,False,11.4674,33.9797
xpm,pump1237,Pumpokol,Yeniseian,Eurasia,,,,,0,2.0,17853.01362,164.1532364,4.283163607,True,58.5,92.0
